Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,169.600,1.205,0.638,0.810,1.005,1.407,1.715,1.930,3.818,18.675,0.830
5,207.600,0.927,0.606,0.678,0.727,0.844,1.465,1.677,4.505,15.372,1.079
10,199.600,0.990,0.604,0.696,0.780,0.993,1.505,1.734,2.450,16.112,1.010
15,217.800,0.821,0.578,0.671,0.719,0.812,1.152,1.518,1.985,3.926,1.218
20,210.200,0.888,0.587,0.669,0.731,0.882,1.459,1.752,2.794,7.387,1.126
25,184.800,1.005,0.580,0.689,0.789,1.051,1.567,2.133,3.768,9.460,0.995
30,187.200,0.981,0.603,0.724,0.842,1.065,1.545,1.768,2.485,7.577,1.020
35,179.000,0.968,0.660,0.764,0.835,0.993,1.456,1.795,2.124,4.885,1.033
40,195.200,0.966,0.670,0.791,0.874,1.017,1.285,1.591,2.260,2.839,1.035
45,136.000,1.372,0.669,0.880,1.062,1.580,1.978,2.188,2.993,51.343,0.729
50,146.000,1.236,0.772,0.904,1.024,1.421,1.902,2.106,2.507,9.852,0.809
55,146.600,1.172,0.760,0.905,0.995,1.230,1.891,2.140,2.667,3.740,0.853
