Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,123.200,1.563,0.666,0.907,1.324,1.963,2.522,2.934,4.488,21.990,0.640
5,193.600,1.003,0.635,0.727,0.808,1.117,1.562,1.749,2.340,17.324,0.997
10,177.800,1.069,0.627,0.730,0.852,1.299,1.673,1.818,2.514,11.755,0.936
15,127.400,1.388,0.635,0.858,1.210,1.660,2.121,2.570,4.344,16.319,0.721
20,167.200,1.118,0.635,0.735,0.881,1.412,1.765,2.067,3.015,5.355,0.894
25,159.600,1.201,0.622,0.821,0.956,1.158,1.737,2.392,4.319,29.737,0.833
30,148.200,1.326,0.644,0.854,0.975,1.349,2.224,2.718,3.880,18.291,0.754
35,171.400,1.185,0.601,0.787,0.900,1.107,1.725,2.191,3.821,38.583,0.844
40,135.200,1.399,0.628,0.902,1.093,1.744,2.151,2.522,3.831,21.933,0.715
45,123.000,1.519,0.682,0.963,1.184,1.680,2.204,2.532,4.919,28.582,0.658
50,139.400,1.232,0.593,0.783,0.950,1.479,1.910,2.379,4.537,9.585,0.812
55,135.400,1.259,0.612,0.755,0.959,1.395,1.976,2.505,5.005,25.713,0.795
