Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,8.400,1.961,0.384,0.805,1.263,2.280,3.554,4.577,12.373,12.373,0.510
5,16.400,0.682,0.331,0.443,0.547,0.786,1.026,1.455,2.949,2.949,1.466
10,16.800,0.710,0.292,0.446,0.528,0.766,1.019,1.073,8.793,8.793,1.409
15,20.800,0.639,0.284,0.405,0.510,0.708,0.909,1.158,3.059,3.490,1.565
20,18.400,0.570,0.300,0.408,0.475,0.661,0.798,0.917,2.751,2.751,1.756
25,18.000,0.659,0.305,0.395,0.439,0.511,0.803,0.957,11.833,11.833,1.517
30,18.800,0.501,0.303,0.362,0.429,0.519,0.741,1.100,1.574,1.574,1.995
35,22.600,0.434,0.273,0.350,0.389,0.421,0.530,0.828,1.150,2.265,2.306
40,21.800,0.404,0.281,0.331,0.358,0.423,0.592,0.752,0.820,0.866,2.476
45,18.000,0.427,0.280,0.318,0.345,0.427,0.665,0.839,1.582,1.582,2.343
50,20.400,0.370,0.255,0.314,0.339,0.376,0.424,0.643,0.732,1.162,2.699
55,25.600,0.367,0.274,0.317,0.339,0.363,0.445,0.583,0.881,0.888,2.724
