Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,126.400,5.130,1.581,2.845,3.919,6.111,8.297,10.170,23.454,64.334,0.195
5,160.600,3.893,1.071,2.327,2.969,4.128,7.193,8.741,16.902,62.505,0.257
10,188.200,3.347,0.994,2.351,2.942,3.768,5.050,6.035,10.376,33.783,0.299
15,186.400,3.566,1.534,2.388,2.972,3.810,5.798,7.215,11.530,24.940,0.280
20,231.400,2.856,1.303,2.098,2.619,3.232,4.038,4.995,7.175,8.591,0.350
25,177.200,3.574,1.204,2.390,3.030,3.698,5.446,7.323,11.793,55.399,0.280
30,193.000,3.298,1.707,2.388,2.965,3.584,4.595,6.573,9.006,18.067,0.303
35,174.800,3.826,1.678,2.499,3.185,3.885,5.883,7.658,10.575,158.744,0.261
40,215.600,3.074,1.246,2.319,2.920,3.498,3.926,5.403,7.533,8.604,0.325
45,117.200,5.522,1.780,2.969,3.969,6.748,10.024,13.708,23.984,55.852,0.181
50,193.800,3.260,1.417,2.549,3.122,3.701,4.147,4.608,8.356,16.476,0.307
55,184.000,3.489,1.305,2.636,3.206,3.873,4.740,6.191,9.017,11.104,0.287
