Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,140.000,4.627,1.669,2.711,3.693,5.822,7.928,9.597,15.222,37.026,0.216
5,184.800,3.435,1.272,2.304,2.882,3.588,5.755,7.061,10.661,41.855,0.291
10,190.600,3.398,1.089,2.333,2.997,3.629,5.221,7.082,9.810,37.736,0.294
15,168.600,3.697,1.506,2.477,3.140,3.971,6.412,7.646,10.406,30.216,0.270
20,189.600,3.515,1.522,2.433,3.014,3.711,4.994,6.870,10.372,38.192,0.285
25,196.800,3.261,1.377,2.432,3.014,3.670,4.483,5.615,8.414,12.711,0.307
30,140.000,4.815,1.528,2.925,3.860,6.312,8.655,9.527,10.995,39.208,0.208
35,149.400,4.374,1.127,2.825,3.575,4.926,7.615,9.180,12.669,36.649,0.229
40,155.600,4.252,1.307,2.866,3.674,4.513,7.006,8.841,11.232,45.069,0.235
45,160.400,3.889,1.286,2.783,3.500,4.289,5.809,7.801,10.075,22.447,0.257
50,197.800,3.276,1.359,2.440,3.061,3.621,4.118,5.334,10.564,18.597,0.305
55,214.000,2.968,1.154,2.313,2.863,3.432,3.766,4.130,7.421,11.233,0.337
