Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,6.600,1.541,0.440,0.547,0.731,2.234,3.706,5.149,5.611,5.611,0.649
5,18.000,0.570,0.328,0.375,0.442,0.639,0.897,1.096,2.292,2.292,1.755
10,23.400,0.566,0.291,0.364,0.393,0.489,0.784,0.853,2.314,10.948,1.767
15,22.400,0.507,0.263,0.337,0.373,0.431,0.578,0.724,3.150,7.560,1.971
20,18.600,0.613,0.276,0.391,0.429,0.517,0.674,0.914,11.165,11.165,1.631
25,15.400,0.579,0.299,0.392,0.472,0.666,0.878,1.092,3.596,3.596,1.727
30,15.400,1.386,0.333,0.450,0.490,0.636,1.193,1.865,50.706,50.706,0.722
35,13.400,0.667,0.347,0.453,0.503,0.600,0.885,1.295,6.713,6.713,1.500
40,10.400,0.600,0.373,0.422,0.468,0.792,0.907,1.135,1.468,1.468,1.667
45,16.200,0.534,0.321,0.396,0.429,0.678,0.826,0.897,1.309,1.309,1.874
50,13.600,0.735,0.351,0.428,0.484,0.708,1.133,1.289,9.490,9.490,1.361
55,12.200,0.519,0.369,0.404,0.437,0.476,0.922,1.069,1.528,1.528,1.928
