Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,115.200,1.905,0.686,0.959,1.353,1.961,2.710,3.780,12.122,63.201,0.525
5,151.600,1.293,0.639,0.780,0.927,1.393,2.111,2.823,6.603,13.951,0.774
10,185.000,1.122,0.630,0.785,0.925,1.203,1.599,1.896,2.851,43.556,0.891
15,172.000,1.093,0.642,0.771,0.892,1.142,1.698,2.086,3.359,15.135,0.915
20,205.600,0.897,0.616,0.704,0.782,0.918,1.199,1.571,2.238,9.133,1.115
25,160.600,1.151,0.671,0.797,0.873,1.064,1.751,2.205,4.794,22.327,0.869
30,180.800,1.147,0.692,0.818,0.880,0.994,1.619,1.863,2.196,112.805,0.872
35,164.200,1.068,0.700,0.815,0.889,1.028,1.750,2.039,2.652,11.813,0.937
40,212.600,0.910,0.701,0.797,0.848,0.918,1.048,1.547,1.863,2.315,1.099
45,107.800,1.566,0.749,0.905,1.108,1.958,2.603,3.123,6.280,7.375,0.639
50,201.800,0.969,0.740,0.841,0.899,0.987,1.156,1.339,2.320,3.220,1.032
55,169.000,1.006,0.739,0.851,0.911,1.021,1.268,1.731,2.180,2.887,0.994
