Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,215.800,4.607,0.361,1.727,3.031,5.761,9.461,12.991,25.785,55.200,0.217
5,363.400,2.736,0.347,0.966,1.941,3.182,5.654,7.951,14.404,28.990,0.365
10,359.800,2.763,0.316,0.975,1.982,3.442,5.968,8.465,12.465,25.229,0.362
15,383.000,2.604,0.309,0.890,1.840,3.162,5.763,7.594,13.806,42.095,0.384
20,402.800,2.463,0.303,0.925,1.870,3.235,4.560,6.252,9.219,62.461,0.406
25,408.600,2.436,0.313,0.899,1.973,3.256,4.346,6.689,10.232,43.174,0.411
30,400.000,2.489,0.354,0.945,2.039,3.381,4.220,6.966,9.623,42.130,0.402
35,394.200,2.527,0.369,0.962,2.002,3.323,4.430,7.278,9.597,66.497,0.396
40,392.000,2.543,0.345,0.950,2.087,3.474,4.572,7.314,9.471,17.332,0.393
45,298.600,3.339,0.400,1.286,2.126,4.371,7.438,8.811,16.392,21.437,0.300
50,245.800,4.060,0.366,1.588,2.352,5.942,8.217,10.499,15.851,26.726,0.246
55,367.000,2.711,0.354,0.874,1.969,3.309,6.333,7.679,14.474,31.929,0.369
