Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,11.400,1.198,0.427,0.802,0.981,1.284,2.389,2.714,3.176,3.176,0.835
5,16.800,0.695,0.338,0.405,0.479,0.801,0.903,1.566,3.476,3.476,1.440
10,13.200,0.860,0.299,0.411,0.708,0.848,1.022,1.909,5.723,5.723,1.162
15,15.400,0.764,0.320,0.385,0.662,0.761,0.866,1.718,8.723,8.723,1.310
20,10.200,0.834,0.354,0.774,0.860,0.920,0.961,1.123,1.458,1.458,1.199
25,14.200,0.662,0.296,0.353,0.569,0.820,0.936,1.006,3.729,3.729,1.511
30,17.000,0.507,0.299,0.334,0.385,0.588,0.808,0.908,3.116,3.116,1.972
35,17.200,0.466,0.291,0.336,0.368,0.552,0.777,0.834,1.164,1.164,2.147
40,18.000,0.485,0.269,0.349,0.390,0.544,0.801,0.874,1.560,1.560,2.061
45,14.000,0.551,0.302,0.364,0.459,0.685,0.871,0.888,1.750,1.750,1.816
50,16.000,0.624,0.271,0.377,0.699,0.806,0.873,0.950,1.082,1.082,1.602
55,10.400,0.767,0.282,0.658,0.770,0.807,0.888,0.977,4.863,4.863,1.304
