Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,9.600,1.916,1.029,1.364,1.542,2.398,2.724,3.910,8.198,8.198,0.522
5,14.200,1.376,0.960,1.159,1.293,1.403,1.797,2.022,3.500,3.500,0.727
10,12.000,1.900,1.103,1.362,1.667,1.977,2.709,2.905,7.233,7.233,0.526
15,11.800,1.783,1.055,1.423,1.588,2.054,2.691,3.019,3.371,3.371,0.561
20,14.400,1.441,1.030,1.283,1.438,1.559,1.734,1.880,2.401,2.401,0.694
25,11.200,2.827,0.987,1.453,1.711,2.110,2.468,3.104,59.404,59.404,0.354
30,14.800,1.880,1.131,1.502,1.672,2.078,2.614,2.788,4.822,4.822,0.532
35,12.000,1.728,1.132,1.458,1.678,1.828,2.496,2.581,3.039,3.039,0.579
40,10.800,1.970,1.059,1.430,1.685,2.313,3.113,3.219,4.782,4.782,0.508
45,8.400,2.285,1.168,1.710,2.158,2.508,3.118,4.210,4.526,4.526,0.438
50,11.800,2.004,1.141,1.502,1.728,2.172,3.513,3.701,4.855,4.855,0.499
55,16.600,1.632,1.076,1.417,1.560,1.773,1.958,2.169,3.520,3.520,0.613
