Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,9.000,2.066,0.423,0.621,1.114,1.853,5.550,7.841,14.482,14.482,0.484
5,14.400,0.753,0.375,0.426,0.518,0.774,1.652,2.030,3.525,3.525,1.329
10,15.600,0.957,0.326,0.419,0.506,0.675,0.877,2.467,11.466,11.466,1.045
15,15.200,0.647,0.330,0.398,0.466,0.688,0.998,1.358,4.305,4.305,1.545
20,16.200,0.441,0.275,0.348,0.406,0.482,0.603,0.738,0.790,0.790,2.270
25,15.400,0.573,0.328,0.391,0.437,0.565,0.824,1.282,3.599,3.599,1.747
30,16.800,0.524,0.306,0.392,0.415,0.492,0.725,0.850,4.941,4.941,1.909
35,12.600,0.566,0.319,0.391,0.424,0.491,0.785,0.930,5.679,5.679,1.768
40,15.400,0.431,0.326,0.374,0.402,0.430,0.479,0.792,0.909,0.909,2.319
45,12.200,0.785,0.348,0.460,0.661,0.895,1.166,1.633,3.114,3.114,1.274
50,16.200,0.528,0.353,0.417,0.445,0.511,0.870,0.999,1.432,1.432,1.895
55,14.200,0.503,0.366,0.414,0.444,0.513,0.712,0.927,1.222,1.222,1.987
