Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,265,265.000,1120,1543,2682,3752,4570,6686,9172,19585,33825
1,177,177.000,883,2392,4079,5587,7059,10809,14810,22021,24091
2,257,257.000,492,1691,2896,3871,5166,7651,8588,15435,27286
3,255,255.000,504,1344,2697,3906,4338,6943,9218,27357,96227
4,225,225.000,431,1680,2767,4415,5425,8865,13113,17349,57474
5,206,206.000,823,1668,3028,4844,6870,10425,13527,20332,35703
6,342,342.000,360,1055,2162,2897,3921,6074,7735,10670,13259
7,386,386.000,405,1033,2072,2576,3322,4989,6733,10033,16205
8,388,388.000,316,924,1819,2561,3173,5908,8017,13219,23821
9,427,427.000,414,990,2000,2342,3239,4188,5969,7916,16182
10,378,378.000,368,1004,2125,2613,3373,4608,6647,14756,17603
11,427,427.000,359,922,1633,2326,3288,4587,5837,7047,14716
12,349,349.000,404,1089,2506,2856,3755,5623,6848,10974,16156
13,363,363.000,403,1090,2198,2733,3794,4958,6567,10425,15038
14,262,262.000,380,1280,2532,3801,4347,7878,10170,22025,29780
15,309,309.000,443,1151,2464,3177,3954,6224,7922,12014,45494
16,355,355.000,416,1016,2078,2797,3660,6073,7603,11372,15476
17,482,482.000,331,929,1210,2064,2994,3896,5682,6608,8185
18,393,393.000,326,941,1988,2534,3369,4954,6609,10310,15905
19,417,417.000,330,932,2075,2349,3171,4104,6298,8475,14729
20,433,433.000,286,962,1913,2295,3408,4260,5383,7007,7147
21,491,491.000,282,903,1421,2027,3035,3757,4027,6105,14412
22,429,429.000,339,975,2153,2319,3297,4083,5944,7079,9586
23,408,408.000,334,965,1920,2437,3412,4644,6330,8499,17336
24,413,413.000,324,950,2031,2413,3479,4410,6338,7459,10668
25,436,436.000,268,914,1766,2282,3307,4240,5876,8000,17456
26,347,347.000,373,989,2086,2872,3723,6453,7695,11402,15727
27,349,349.000,306,963,2127,2854,3786,5771,7489,15048,16977
28,501,501.000,305,853,1218,1987,2844,3872,5340,6220,7641
29,443,443.000,310,857,1866,2266,3116,4082,5893,9347,13772
30,442,442.000,269,848,1938,2242,3127,4039,5679,8006,13606
31,459,459.000,299,832,1947,2171,3150,3767,5516,6494,8218
32,444,444.000,287,811,1885,2249,3007,3972,5685,9598,12900
33,432,432.000,294,873,1802,2304,2948,5208,5938,8660,12620
34,501,501.000,303,823,1597,1987,2911,3635,5247,6017,6705
35,364,364.000,307,864,1997,2753,3502,5999,7867,9968,15480
36,519,519.000,280,776,1148,1912,2672,3610,5322,7512,14526
37,547,547.000,245,771,1072,1821,2722,3490,5067,5600,6107
38,432,432.000,258,822,1908,2306,3122,5172,5871,9770,15238
39,387,387.000,247,850,1857,2583,3145,5789,7800,12189,14809
40,447,447.000,285,807,1643,2227,2945,4924,5698,8271,15669
41,501,501.000,261,817,1290,1982,2853,3836,5131,6802,9143
42,505,505.000,275,793,1758,1973,2839,3522,5120,6371,13419
43,463,463.000,288,829,1603,2151,2978,4175,5392,8193,13705
44,314,314.000,336,1289,2203,3181,4447,6436,8473,12091,19001
45,444,444.000,275,851,1865,2240,3254,3928,5394,9990,15302
46,303,303.000,272,909,2135,3300,4294,7465,9244,15626,17991
47,357,357.000,260,1011,2220,2798,3416,5839,6974,11289,21406
48,316,316.000,337,1150,2516,3132,4235,6148,7459,13988,17834
49,424,424.000,311,955,2019,2349,3318,4383,5901,8101,8726
50,328,328.000,315,1009,2118,3045,3562,5478,6866,13421,79811
51,368,368.000,325,971,2163,2705,3537,5853,7101,12481,19148
52,372,372.000,297,967,2244,2663,3514,4985,6347,11358,30794
53,441,441.000,281,948,1500,2258,3231,4244,5156,9072,15243
54,446,446.000,299,961,1586,2257,3264,4205,4965,7488,15176
55,382,382.000,309,1030,1799,2572,3587,5095,6602,12878,17950
56,340,340.000,277,1022,2164,2931,3950,6486,8087,11407,18511
57,189,189.000,373,1778,3191,5270,6841,11207,14586,27295,63498
58,307,307.000,343,1162,2341,3255,4111,6621,8630,14891,16285
59,285,285.000,348,1137,2579,3470,4327,7541,9047,17257,17989
