Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,156.800,1.316,0.655,0.840,1.099,1.479,1.826,2.530,4.461,28.762,0.760
5,124.600,1.530,0.643,1.389,1.533,1.696,1.878,2.087,2.840,11.164,0.653
10,134.600,1.310,0.614,0.794,1.392,1.621,1.792,1.911,2.285,16.973,0.763
15,153.200,1.179,0.620,0.750,0.997,1.561,1.723,1.823,2.098,11.719,0.848
20,145.000,1.214,0.619,0.736,0.908,1.593,1.981,2.299,3.326,5.024,0.823
25,116.400,1.554,0.663,1.394,1.654,1.798,2.014,2.164,3.105,4.359,0.643
30,131.000,1.332,0.664,0.804,1.473,1.726,1.820,1.924,2.190,4.513,0.751
35,170.000,1.159,0.626,0.741,1.165,1.499,1.691,1.789,2.048,7.764,0.862
40,122.600,1.474,0.643,1.037,1.491,1.754,1.843,1.989,2.547,38.046,0.678
45,189.600,0.950,0.612,0.688,0.747,1.171,1.483,1.603,1.939,9.858,1.053
50,170.600,1.161,0.613,0.720,0.872,1.469,1.711,1.803,3.916,10.672,0.861
55,161.000,1.098,0.604,0.697,0.800,1.528,1.680,1.786,2.417,2.992,0.911
