Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,263,263.000,988,1641,2583,3792,4811,7833,9443,16907,20378
1,316,316.000,585,1260,1963,3136,4035,6720,8206,14584,18098
2,392,392.000,546,1145,2028,2536,3536,4764,5682,10370,11246
3,357,357.000,516,1201,1975,2780,3646,5264,6670,13297,18700
4,322,322.000,379,1207,2218,3095,3617,6788,8994,14899,18825
5,394,394.000,342,902,1904,2519,3156,5895,7251,10980,19056
6,494,494.000,385,842,1545,2014,2650,3532,6140,7610,10394
7,493,493.000,373,747,1666,2016,2772,3758,5771,7247,10455
8,543,543.000,304,707,1557,1833,2544,3195,5429,6822,12571
9,571,571.000,301,718,1502,1741,2521,3121,3518,6060,6685
10,497,497.000,360,788,1689,2002,2730,3589,5695,6909,12219
11,551,551.000,292,728,1598,1808,2536,3239,5435,6203,7627
12,382,382.000,390,975,2007,2620,3252,5375,7330,13107,19419
13,383,383.000,402,934,1854,2577,3243,5847,7240,11984,15774
14,361,361.000,293,1212,1883,2749,3558,5497,6231,12840,16098
15,336,336.000,361,1315,1783,2954,4217,6106,6792,13621,20652
16,469,469.000,285,826,1699,2114,2902,3901,5525,7201,13948
17,533,533.000,300,698,1378,1874,2527,3386,5519,6848,12746
18,303,303.000,328,1387,1792,3288,4768,6587,7415,13690,15831
19,358,358.000,346,1306,1753,2783,4083,6033,6801,13190,14793
20,406,406.000,309,806,1803,2458,3012,5561,7320,12327,17461
21,478,478.000,310,795,1138,2086,2918,4016,6409,9378,11378
22,353,353.000,332,1224,1716,2814,3981,5887,6843,12255,18104
23,451,451.000,308,859,1484,2208,2969,4706,5930,8070,16356
24,438,438.000,299,886,1922,2274,3095,4262,6120,8190,10974
25,533,533.000,318,770,1146,1876,2606,3581,5370,7479,8921
26,468,468.000,322,738,1597,2120,2750,4192,5718,12500,14377
27,494,494.000,303,725,1487,2017,2657,4268,5869,7669,12001
28,381,381.000,307,994,1902,2614,3070,5669,7608,13854,17242
29,426,426.000,297,748,1821,2345,2877,5478,6239,11608,15629
30,297,297.000,590,1354,1626,3365,4805,6103,11713,12497,16079
31,438,438.000,296,739,1485,2274,2837,5626,6214,11907,14586
32,476,476.000,265,746,1715,2089,2705,4427,5692,7506,17419
33,325,325.000,414,1317,1850,3063,4588,6587,8113,14594,15801
34,354,354.000,313,1102,1940,2829,3803,5739,7201,12463,17699
35,350,350.000,321,933,1990,2830,3229,5406,8593,15633,41091
36,323,323.000,282,1201,2120,3086,4043,6420,9162,13290,19814
37,508,508.000,261,728,1481,1959,2650,4053,5681,7289,11684
38,427,427.000,289,965,1487,2345,3268,4879,5840,8631,11035
39,276,276.000,618,1504,2977,3593,5241,6780,7898,12340,13103
40,445,445.000,295,812,1843,2239,2806,4091,6156,9594,16899
41,558,558.000,254,735,1268,1783,2507,3231,4327,7039,9429
42,391,391.000,322,952,1805,2577,3408,5883,7300,10171,16138
43,332,332.000,315,949,2007,2971,3829,6925,8547,12995,15979
44,440,440.000,337,831,1937,2261,3163,4341,6189,7628,10669
45,397,397.000,337,809,1858,2509,3061,5745,6368,14376,33566
46,437,437.000,315,820,1874,2278,3016,3997,6722,8843,12492
47,539,539.000,319,764,1639,1850,2745,3354,3690,6341,7669
48,461,461.000,341,791,1727,2162,2913,4300,6386,8009,11609
49,394,394.000,347,825,1981,2529,3124,5573,7063,15966,21550
50,212,212.000,514,1871,2600,4703,7208,9958,11232,17623,20645
51,225,225.000,699,1746,2309,4446,5533,9172,16626,22254,24491
52,363,363.000,363,1020,2161,2733,3865,6194,7202,9425,12339
53,375,375.000,326,825,1882,2657,3533,6371,7017,9169,17072
54,484,484.000,314,827,1735,2062,2954,3715,6105,7019,9291
55,409,409.000,342,809,1875,2432,2946,5985,7243,10154,17502
56,341,341.000,309,889,2080,2936,3441,6274,7537,11208,40411
57,429,429.000,310,850,1787,2311,3048,4793,6708,7928,14614
58,432,432.000,338,851,1871,2309,3093,3788,6436,9712,19462
59,482,482.000,330,843,1788,2056,2921,3660,4677,7221,8001
