Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,119.600,5.404,1.186,3.236,4.431,6.101,7.908,9.461,20.627,157.707,0.185
5,150.600,4.237,1.120,2.698,3.635,5.477,7.281,8.265,10.121,15.266,0.236
10,170.600,3.648,1.218,2.500,3.143,3.969,5.686,7.454,9.900,53.638,0.274
15,109.000,6.277,1.753,3.662,5.676,7.665,9.924,11.772,24.945,36.356,0.159
20,109.400,5.793,1.874,3.420,4.616,7.126,9.712,11.310,25.704,51.857,0.173
25,128.200,5.033,1.903,3.011,3.930,6.145,8.978,10.158,13.402,68.026,0.199
30,128.800,5.037,1.632,3.073,4.108,6.828,8.846,9.941,11.934,14.354,0.199
35,138.800,4.586,1.226,2.705,3.643,6.350,8.392,9.116,10.185,10.758,0.218
40,198.600,3.216,1.576,2.176,2.886,3.479,5.289,6.801,9.376,15.009,0.311
45,162.400,3.783,1.428,2.366,3.115,4.750,6.657,7.966,10.013,16.501,0.264
50,160.800,3.841,1.121,2.599,3.418,4.750,6.274,7.105,8.065,10.876,0.260
55,140.000,4.599,1.335,2.836,4.048,6.288,7.627,8.270,9.401,11.849,0.217
