Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,287.200,3.462,0.409,1.321,2.393,4.327,7.413,9.269,18.014,29.783,0.289
5,459.800,2.163,0.354,0.859,1.733,2.935,3.815,6.294,7.643,20.636,0.462
10,281.400,3.537,0.340,1.137,2.325,3.997,7.821,9.993,17.416,68.410,0.283
15,249.600,3.987,0.396,1.391,2.625,5.214,8.875,10.552,20.296,33.801,0.251
20,315.600,3.149,0.387,1.127,2.352,4.115,6.150,8.713,12.598,71.545,0.318
25,325.000,3.063,0.432,1.111,2.241,4.069,7.096,8.395,10.820,20.794,0.326
30,381.000,2.618,0.378,0.965,2.112,3.470,4.731,7.206,9.658,38.633,0.382
35,377.400,2.637,0.316,0.972,2.030,3.509,4.911,7.785,10.903,20.708,0.379
40,448.200,2.224,0.318,0.896,1.823,3.131,3.964,6.675,8.345,16.932,0.450
45,426.400,2.334,0.298,0.853,1.914,3.095,4.044,6.630,9.309,46.829,0.428
50,481.000,2.072,0.303,0.823,1.637,2.900,3.603,4.609,7.399,50.711,0.483
55,514.000,1.939,0.310,0.769,1.651,2.719,3.406,5.792,6.831,13.330,0.516
