Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,268.000,3.703,0.423,1.367,2.433,4.406,7.324,9.363,22.627,64.334,0.270
5,353.400,2.812,0.375,0.930,1.954,3.211,6.017,7.977,16.849,67.288,0.356
10,417.400,2.380,0.326,0.916,1.790,3.033,4.450,6.202,10.857,43.556,0.420
15,402.000,2.470,0.330,0.898,1.905,3.065,5.007,6.487,11.310,24.940,0.405
20,490.000,2.028,0.275,0.786,1.686,2.717,3.747,5.583,7.754,14.719,0.493
25,385.400,2.583,0.328,0.881,1.980,3.168,5.182,6.980,12.983,55.399,0.387
30,422.000,2.364,0.306,0.876,1.886,3.050,4.077,6.699,9.006,112.805,0.423
35,380.200,2.620,0.319,0.891,2.000,3.303,4.830,7.015,10.570,158.744,0.382
40,473.600,2.102,0.326,0.845,1.752,2.966,3.706,5.719,7.429,16.729,0.476
45,256.400,3.887,0.348,1.079,2.509,4.365,7.781,11.252,21.829,122.231,0.257
50,445.800,2.234,0.353,0.893,1.622,3.154,4.001,5.713,8.240,17.201,0.448
55,400.600,2.484,0.366,0.915,2.015,3.341,4.413,7.030,9.539,22.889,0.403
