Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,11.000,1.298,0.386,0.751,1.068,1.591,2.273,3.173,4.009,4.009,0.770
5,10.800,1.037,0.352,0.460,0.585,1.069,2.699,3.466,6.271,6.271,0.964
10,13.000,0.842,0.396,0.519,0.729,0.938,1.285,1.828,3.586,3.586,1.187
15,12.000,0.929,0.335,0.486,0.637,0.984,1.770,3.583,4.558,4.558,1.076
20,14.200,0.612,0.358,0.419,0.535,0.745,0.921,1.094,1.386,1.386,1.635
25,15.400,0.460,0.290,0.359,0.391,0.470,0.770,0.804,1.097,1.097,2.176
30,14.600,0.509,0.269,0.333,0.369,0.586,0.973,1.101,1.725,1.725,1.965
35,13.400,0.639,0.306,0.357,0.457,0.780,0.906,1.253,2.872,2.872,1.566
40,13.600,0.630,0.277,0.333,0.425,0.798,0.858,0.948,4.946,4.946,1.587
45,15.200,0.528,0.270,0.344,0.435,0.691,0.827,0.869,1.134,1.134,1.894
50,12.600,0.603,0.290,0.367,0.443,0.716,1.107,1.209,2.255,2.255,1.659
55,14.000,0.499,0.313,0.379,0.436,0.491,0.810,0.919,1.168,1.168,2.005
