Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,158.000,1.425,0.658,0.889,1.182,1.564,1.949,2.687,5.977,29.579,0.702
5,161.600,1.120,0.614,0.715,0.847,1.482,1.681,1.798,2.832,8.331,0.893
10,137.800,1.243,0.610,0.724,1.327,1.561,1.742,1.858,2.553,10.774,0.804
15,185.000,1.080,0.583,0.687,0.785,1.509,1.728,1.801,2.672,5.795,0.926
20,126.400,1.402,0.600,1.296,1.428,1.599,1.789,1.934,2.200,6.376,0.713
25,131.200,1.378,0.627,1.290,1.398,1.551,1.700,1.776,1.986,2.873,0.726
30,127.600,1.363,0.617,1.093,1.497,1.596,1.765,1.869,2.163,2.565,0.734
35,139.800,1.204,0.585,0.709,1.315,1.564,1.758,1.844,2.187,6.755,0.831
40,156.400,1.148,0.588,0.700,1.180,1.479,1.682,1.770,2.010,11.690,0.871
45,158.000,1.170,0.591,0.686,1.244,1.507,1.642,1.786,2.214,13.612,0.855
50,148.600,1.214,0.598,0.860,1.226,1.481,1.688,1.819,2.237,5.701,0.824
55,155.400,1.165,0.586,0.701,1.292,1.529,1.699,1.791,2.204,3.021,0.858
