Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,202.200,4.924,0.469,1.624,3.309,6.396,10.866,13.130,25.842,41.772,0.203
5,260.600,3.822,0.340,1.287,2.732,5.046,8.667,10.467,16.414,28.651,0.262
10,295.600,3.368,0.351,1.105,2.443,4.596,7.206,9.227,12.879,28.932,0.297
15,296.800,3.360,0.328,1.026,2.366,4.468,7.368,9.453,18.190,31.871,0.298
20,301.800,3.290,0.314,0.976,2.346,4.394,7.319,9.482,15.485,29.077,0.304
25,362.600,2.749,0.280,0.877,1.846,3.562,6.062,7.410,14.171,18.412,0.364
30,348.600,2.863,0.227,1.320,1.829,4.044,6.152,7.201,12.071,16.257,0.349
35,344.000,2.898,0.250,1.292,1.767,4.018,6.224,7.754,12.436,69.771,0.345
40,416.600,2.394,0.227,0.773,1.652,3.077,5.221,6.472,10.113,13.924,0.418
45,351.000,2.841,0.237,1.259,1.785,4.018,6.249,7.540,12.572,16.699,0.352
50,406.400,2.457,0.197,0.823,1.685,3.102,5.385,6.497,11.254,26.972,0.407
55,421.200,2.363,0.242,0.749,1.742,2.911,5.232,6.945,12.577,15.283,0.423
