Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,10.000,13.080,5.709,7.214,12.543,17.316,21.119,22.295,28.083,28.083,0.076
5,13.400,10.511,5.559,7.225,10.608,13.215,14.497,14.820,17.204,17.204,0.095
10,16.000,8.660,5.434,5.857,6.228,12.481,13.771,14.206,15.204,15.204,0.115
15,14.800,8.041,5.457,5.876,6.161,9.501,13.898,15.116,15.946,15.946,0.124
20,12.200,11.476,5.682,7.109,9.532,15.536,17.411,18.846,23.738,23.738,0.087
25,10.600,9.749,5.828,6.211,6.722,14.198,15.519,15.940,16.097,16.097,0.103
30,14.600,9.357,5.717,6.143,6.421,13.326,15.309,15.643,16.154,16.154,0.107
35,14.400,9.116,5.576,5.879,6.285,13.230,15.267,16.333,20.054,20.054,0.110
40,18.600,7.936,5.526,5.808,5.991,9.125,14.560,14.975,18.381,18.381,0.126
45,23.000,7.298,5.449,5.782,6.025,6.498,12.919,14.729,16.699,19.247,0.137
50,15.000,9.561,5.363,5.898,9.522,12.476,14.518,15.307,18.489,18.489,0.105
55,16.800,8.301,5.343,5.643,6.223,12.227,13.193,14.442,16.995,16.995,0.120
