Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,15.000,1.079,0.379,0.679,0.891,1.348,1.731,2.148,3.724,3.724,0.927
5,20.800,0.536,0.301,0.385,0.420,0.516,0.781,1.232,2.195,2.787,1.867
10,16.400,0.633,0.292,0.384,0.450,0.644,0.824,1.018,4.036,4.036,1.579
15,16.400,0.541,0.285,0.358,0.442,0.732,0.814,0.870,1.636,1.636,1.847
20,20.400,0.503,0.299,0.368,0.436,0.593,0.789,0.827,0.911,1.738,1.989
25,15.000,0.527,0.297,0.340,0.401,0.613,0.820,1.012,2.693,2.693,1.898
30,16.200,0.672,0.265,0.400,0.616,0.793,0.950,1.030,4.919,4.919,1.488
35,14.600,0.514,0.261,0.334,0.428,0.682,0.841,0.949,1.248,1.248,1.944
40,16.000,0.453,0.254,0.349,0.389,0.479,0.680,0.900,1.111,1.111,2.207
45,14.600,0.606,0.315,0.357,0.380,0.426,0.797,1.005,11.609,11.609,1.649
50,14.400,0.598,0.314,0.381,0.489,0.817,0.957,1.249,1.304,1.304,1.673
55,14.800,0.478,0.309,0.363,0.388,0.483,0.784,0.913,1.788,1.788,2.092
