Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,14.600,0.829,0.336,0.563,0.670,0.883,1.520,1.824,3.026,3.026,1.206
5,10.200,0.913,0.367,0.604,0.774,0.892,1.330,2.563,4.588,4.588,1.096
10,11.200,0.754,0.328,0.486,0.781,0.962,1.169,1.325,1.775,1.775,1.327
15,12.400,0.608,0.300,0.430,0.493,0.689,1.037,1.197,1.444,1.444,1.645
20,16.200,0.800,0.312,0.379,0.460,0.784,1.112,1.390,10.351,10.351,1.249
25,14.000,0.649,0.310,0.372,0.402,0.618,1.073,1.447,5.826,5.826,1.541
30,14.800,0.906,0.312,0.356,0.500,0.854,1.148,2.665,10.966,10.966,1.103
35,13.000,0.772,0.302,0.424,0.551,0.815,1.231,2.419,3.177,3.177,1.296
40,10.800,0.653,0.306,0.410,0.552,0.815,1.061,1.380,1.717,1.717,1.532
45,15.200,0.628,0.257,0.390,0.510,0.788,0.970,1.439,2.601,2.601,1.592
50,15.000,0.632,0.258,0.353,0.487,0.725,0.938,1.175,5.938,5.938,1.581
55,15.400,0.620,0.289,0.328,0.371,0.681,0.823,0.872,11.090,11.090,1.614
