Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,10.600,11.896,7.616,8.281,8.934,13.120,21.884,25.663,26.867,26.867,0.084
5,11.800,11.341,7.251,7.661,8.198,11.480,22.049,27.778,34.693,34.693,0.088
10,10.000,17.907,8.580,13.304,16.487,19.597,27.217,31.193,55.610,55.610,0.056
15,9.400,15.252,8.730,10.820,12.836,20.093,25.798,27.567,32.021,32.021,0.066
20,8.600,15.056,8.959,10.188,12.194,18.218,24.124,25.302,37.162,37.162,0.066
25,8.400,19.540,10.229,12.417,14.096,23.514,29.860,38.434,69.341,69.341,0.051
30,10.200,14.789,6.753,8.418,11.947,20.124,24.770,29.399,36.225,36.225,0.068
35,12.000,10.594,6.185,6.980,7.390,13.845,17.859,19.487,58.670,58.670,0.094
40,12.000,10.592,6.282,7.176,7.808,16.027,18.823,21.216,27.417,27.417,0.094
45,9.400,13.354,6.220,8.121,15.309,17.823,18.804,21.475,25.268,25.268,0.075
50,12.000,9.353,6.111,6.820,7.158,11.580,16.766,17.911,19.728,19.728,0.107
55,15.800,7.175,5.523,5.996,6.203,6.690,10.499,17.021,18.115,18.115,0.139
