Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,103.200,2.199,0.684,1.117,1.592,2.700,3.965,4.986,8.610,26.010,0.455
5,146.200,1.399,0.637,0.833,1.098,1.666,1.983,2.360,7.125,29.478,0.715
10,157.400,1.214,0.627,0.795,0.962,1.501,2.051,2.372,3.070,9.409,0.824
15,116.400,1.520,0.624,1.296,1.517,1.754,1.982,2.231,3.402,6.998,0.658
20,132.600,1.236,0.611,0.739,0.908,1.702,2.069,2.382,3.408,6.776,0.809
25,118.200,1.615,0.650,1.082,1.578,1.879,2.341,2.655,4.128,15.678,0.619
30,160.000,1.175,0.656,0.783,0.882,1.300,1.976,2.417,3.816,8.903,0.851
35,159.000,1.210,0.707,0.822,0.916,1.612,1.907,2.128,2.730,10.884,0.826
40,124.200,1.332,0.723,0.868,1.083,1.705,1.999,2.221,3.716,10.413,0.751
45,149.200,1.260,0.733,0.883,0.978,1.251,2.026,2.456,4.180,14.318,0.794
50,126.400,1.449,0.764,0.916,1.111,1.822,2.129,2.481,4.560,10.999,0.690
55,92.000,1.895,0.805,1.285,1.835,2.257,2.747,3.255,4.305,5.657,0.528
