Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,12.400,2.253,1.040,1.354,1.629,1.828,2.198,2.974,24.407,24.407,0.444
5,15.200,1.760,1.023,1.333,1.600,2.041,2.436,2.937,6.126,6.126,0.568
10,13.600,1.600,1.074,1.367,1.522,1.771,2.256,2.583,2.733,2.733,0.625
15,11.000,2.497,1.262,1.787,2.088,2.613,3.649,4.735,12.011,12.011,0.400
20,10.200,2.145,1.142,1.633,1.924,2.478,2.975,3.880,4.188,4.188,0.466
25,11.000,2.029,1.195,1.473,1.683,2.310,2.861,3.514,8.921,8.921,0.493
30,12.400,1.957,1.140,1.598,1.765,2.137,2.836,2.978,3.734,3.734,0.511
35,15.200,1.723,0.994,1.360,1.581,2.019,2.580,2.671,2.747,2.747,0.581
40,16.600,1.413,0.817,1.177,1.344,1.500,1.994,2.291,2.775,2.775,0.707
45,15.000,1.575,0.858,1.176,1.375,1.768,2.603,2.921,3.671,3.671,0.635
50,14.600,1.695,0.996,1.315,1.584,1.864,2.351,2.752,4.765,4.765,0.590
55,10.800,1.788,1.149,1.498,1.740,1.918,2.373,2.801,3.138,3.138,0.559
