Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,145.600,4.421,1.308,2.829,3.623,5.547,7.357,8.785,13.215,28.729,0.226
5,160.000,4.087,1.452,2.498,3.485,5.575,6.990,7.756,8.741,13.746,0.245
10,130.200,4.932,1.489,2.809,4.388,6.427,8.155,9.292,12.001,70.172,0.203
15,133.400,4.819,1.174,2.868,4.348,6.421,7.980,8.851,11.125,17.898,0.208
20,129.000,4.914,1.153,2.890,4.325,6.498,8.395,9.395,11.157,24.489,0.203
25,127.000,5.021,1.378,2.900,4.357,6.460,8.706,9.785,13.497,29.582,0.199
30,146.800,4.185,1.505,2.592,3.479,5.427,7.304,8.401,10.285,13.359,0.239
35,178.000,3.676,1.505,2.275,3.036,4.720,6.460,7.446,9.070,14.430,0.272
40,173.000,3.630,1.245,2.267,3.014,4.787,6.323,7.062,8.544,9.965,0.275
45,167.200,3.813,1.064,2.325,3.086,4.973,6.907,7.857,9.509,12.002,0.262
50,187.600,3.533,1.512,2.233,2.855,4.295,6.457,7.424,9.198,18.088,0.283
55,176.600,3.497,1.237,2.238,2.867,4.516,6.143,6.856,8.544,11.136,0.286
