Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,126.200,1.602,0.721,0.916,1.211,1.851,2.442,3.205,7.233,25.114,0.624
5,171.600,1.061,0.696,0.811,0.876,1.022,1.643,1.897,3.002,9.838,0.942
10,183.800,1.082,0.707,0.801,0.869,1.023,1.723,1.940,2.722,28.642,0.924
15,168.200,1.132,0.705,0.816,0.910,1.245,1.815,1.993,2.586,16.201,0.884
20,175.200,1.009,0.722,0.812,0.880,1.002,1.564,1.845,2.349,3.326,0.991
25,174.800,1.046,0.718,0.817,0.875,0.998,1.288,1.754,2.664,27.757,0.956
30,130.200,1.302,0.756,0.872,1.004,1.739,1.969,2.200,3.170,16.321,0.768
35,145.000,1.245,0.754,0.898,1.018,1.491,1.985,2.183,2.801,7.160,0.803
40,150.400,1.218,0.801,0.940,1.026,1.299,1.885,2.196,2.738,9.681,0.821
45,160.800,1.141,0.778,0.904,0.975,1.185,1.805,1.935,2.367,4.212,0.876
50,193.200,0.970,0.738,0.833,0.890,0.963,1.102,1.398,2.549,7.827,1.030
55,205.400,0.905,0.698,0.784,0.826,0.895,1.025,1.611,1.996,5.418,1.105
