Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,110.000,5.940,2.208,3.605,4.960,7.378,10.144,11.788,15.643,40.184,0.168
5,133.200,4.781,1.902,2.959,3.955,6.357,8.367,9.198,11.216,14.503,0.209
10,160.000,4.135,1.757,2.698,3.531,5.093,7.097,8.642,10.057,15.126,0.242
15,175.800,3.755,1.306,2.468,3.209,4.538,6.547,7.566,9.106,11.624,0.266
20,192.800,3.448,1.398,2.251,2.908,3.628,5.951,7.427,9.493,12.791,0.290
25,149.400,4.331,1.140,2.656,4.026,5.873,7.095,7.708,9.045,10.212,0.231
30,200.000,3.309,1.036,2.122,2.751,3.926,5.986,6.923,8.384,9.760,0.302
35,160.400,4.160,1.253,2.538,3.665,5.628,6.818,7.485,8.866,24.704,0.240
40,202.200,3.278,1.238,2.123,2.794,3.469,6.051,7.195,8.802,10.136,0.305
45,146.600,4.494,1.288,2.849,4.140,5.811,7.249,8.377,10.298,17.704,0.223
50,174.600,3.937,1.028,2.505,3.325,5.308,6.582,7.318,8.661,13.802,0.254
55,168.200,3.866,1.475,2.343,3.204,5.052,6.806,7.599,8.538,10.512,0.259
