Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,223,223.000,1408,1918,3695,4466,5961,8048,9310,19200,23007
1,344,344.000,509,1143,1938,2888,3677,6822,7637,11725,14860
2,360,360.000,472,1004,2157,2784,3505,5350,7476,13431,16825
3,270,270.000,405,1459,2326,3655,4923,7545,10356,18763,22860
4,357,357.000,380,1067,1971,2793,3537,6157,8006,12520,25311
5,221,221.000,624,1428,2579,4505,5139,8467,12840,35416,56240
6,433,433.000,413,987,1956,2282,3117,4097,4909,8380,11979
7,340,340.000,393,943,2044,2939,3617,6590,8024,16619,37041
8,368,368.000,431,1004,2155,2711,3506,5672,7489,11083,16105
9,416,416.000,326,862,1921,2370,3119,4221,6636,11557,15368
10,475,475.000,379,850,1790,2094,2947,3700,4477,7581,16429
11,415,415.000,357,834,1619,2400,3112,5154,6988,13309,15096
12,481,481.000,318,817,1444,2065,2898,3633,5907,7257,16593
13,321,321.000,396,1002,2145,3106,3709,6364,7909,16419,17893
14,417,417.000,363,831,1797,2386,3010,5617,6629,8410,14592
15,444,444.000,358,804,1642,2240,2874,5187,6347,8488,12924
16,432,432.000,336,784,1665,2306,2828,4988,6684,13290,17519
17,322,322.000,333,854,1866,3080,4668,6586,7623,13506,14889
18,298,298.000,349,1419,2052,3327,5107,6591,7381,15241,16297
19,473,473.000,348,786,1653,2102,2746,4146,5981,7659,13418
20,556,556.000,302,728,1453,1791,2563,3239,3545,6144,10262
21,323,323.000,390,1192,1999,3095,4412,6570,8213,13508,24262
22,347,347.000,347,963,2049,2858,3428,6029,7811,16654,24595
23,591,591.000,334,752,1359,1686,2530,3130,3366,6045,6547
24,381,381.000,356,788,1856,2616,3110,6225,7263,13305,15498
25,418,418.000,333,799,1830,2398,3003,5736,6623,9984,22262
26,539,539.000,349,775,1076,1836,2669,3500,4434,6491,7908
27,509,509.000,298,753,1693,1961,2712,3366,5896,6706,10158
28,504,504.000,330,763,1592,1976,2699,3473,5826,7283,22367
29,494,494.000,317,748,1535,2015,2813,4094,6092,7548,8797
30,371,371.000,320,1133,1920,2697,3571,5905,6598,10973,15099
31,464,464.000,339,789,1688,2139,2868,3793,6127,9847,23956
32,553,553.000,291,777,1695,1807,2549,3283,3585,6309,6792
33,559,559.000,306,774,1040,1779,2682,3394,3812,6635,8144
34,569,569.000,318,780,1288,1753,2543,3187,3461,6297,6968
35,403,403.000,306,866,1809,2473,3026,4198,6528,9627,91701
36,368,368.000,389,876,1922,2700,3304,4481,7412,16589,83152
37,391,391.000,366,933,2051,2551,3343,4683,7010,9165,19591
38,405,405.000,367,880,2113,2453,3351,4902,6123,9790,11031
39,303,303.000,384,1108,2433,3285,4143,6465,8974,15131,32126
40,316,316.000,408,1110,2182,3160,4145,7346,9524,12844,18124
41,323,323.000,339,1087,2318,3077,4218,6501,7778,12021,26483
42,148,148.000,453,2380,5298,6742,8833,12105,15592,32520,93835
43,282,282.000,452,1186,2405,3537,4426,6762,9336,25947,27914
44,280,280.000,453,1287,2477,3549,4620,7273,9415,17922,21417
45,335,335.000,380,987,2031,2975,3828,7371,8501,9586,17050
46,428,428.000,397,968,1586,2326,3454,4193,5132,7988,9760
47,313,313.000,389,962,2235,3192,3893,7676,8953,17839,18457
48,437,437.000,339,928,1970,2274,3267,4041,4771,7987,9135
49,362,362.000,367,1070,2562,2752,3901,4659,7394,9179,14638
50,235,235.000,476,1704,2761,4233,5787,8696,11673,16600,21034
51,401,401.000,404,1038,1594,2484,3667,4860,6209,8444,9141
52,326,326.000,414,1041,2458,3048,4004,6482,7684,10770,17513
53,320,320.000,381,970,2168,3117,3860,6926,8619,18594,34176
54,279,279.000,399,1467,2610,3599,4471,7516,9038,16294,22997
55,343,343.000,403,1005,2057,2890,3771,6354,8208,14593,16732
56,270,270.000,455,1149,2491,3680,4582,7599,11038,21196,30474
57,161,161.000,768,2160,5085,6222,8849,12108,16084,23953,29092
58,198,198.000,781,1839,4820,5093,7108,9230,15977,17743,19425
59,197,197.000,760,1831,2278,4950,6585,10190,16006,20365,20715
