Iteration,Throughput (requests/second)
0,425.06665925350416
1,569.3031401554941
2,480.57662074276476
3,792.6397969336103
4,493.5699565888771
5,409.18663774535514
6,470.64330137665314
7,539.4632893239182
8,555.9766349426399
9,457.0733227414209
