Iteration,Throughput (requests/second)
0,1001.5863406069109
1,995.706626582837
2,998.1932544561024
3,1104.7398361192102
4,975.9099583318978
5,969.9099250259627
6,1694.6765394360011
7,1920.123045039659
8,1653.6227892087545
9,818.8266279170612
