Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,93.200,6.327,1.879,3.666,4.933,7.307,11.420,14.958,24.580,34.623,0.158
5,88.000,7.488,1.336,3.530,5.738,8.858,13.037,17.484,31.059,150.337,0.134
10,169.400,3.531,1.022,2.231,2.955,4.467,5.952,6.834,8.396,46.186,0.283
15,187.800,3.343,0.995,2.182,2.828,4.001,5.922,6.738,8.254,18.006,0.299
20,163.800,3.858,1.229,2.432,3.247,5.183,6.457,7.285,8.197,14.538,0.259
25,223.600,2.858,1.314,1.999,2.484,3.045,4.661,6.060,7.662,13.289,0.350
30,148.400,4.371,0.928,2.840,3.788,5.187,6.501,7.688,11.599,75.040,0.229
35,152.000,4.181,1.456,2.543,3.327,5.101,7.286,9.273,14.209,16.411,0.239
40,141.000,4.763,1.487,2.503,3.244,4.958,7.984,10.133,18.195,197.853,0.210
45,167.600,3.936,1.436,2.499,3.370,5.032,6.521,7.543,10.537,12.520,0.254
50,153.800,4.079,0.950,2.535,3.364,5.170,6.404,7.548,13.249,59.278,0.245
55,168.800,3.949,1.312,2.313,3.454,5.395,6.743,7.487,8.363,9.245,0.253
