Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,15.400,1.356,0.380,0.546,0.898,1.636,2.608,3.445,15.185,15.185,0.737
5,19.200,0.719,0.344,0.407,0.496,0.766,1.018,1.273,10.541,10.541,1.391
10,20.800,0.613,0.293,0.372,0.476,0.788,0.919,1.087,1.856,3.625,1.630
15,21.400,0.413,0.275,0.340,0.367,0.421,0.651,0.747,0.870,0.887,2.421
20,22.400,0.527,0.256,0.342,0.375,0.446,0.679,0.871,1.810,10.139,1.897
25,18.400,0.463,0.259,0.327,0.370,0.599,0.789,0.818,1.205,1.205,2.160
30,21.200,0.410,0.282,0.328,0.354,0.416,0.661,0.797,0.902,1.114,2.438
35,18.200,0.494,0.255,0.337,0.374,0.617,0.779,0.839,2.921,2.921,2.023
40,14.400,0.722,0.288,0.375,0.469,0.736,0.819,0.877,14.444,14.444,1.384
45,17.200,0.386,0.256,0.323,0.367,0.430,0.489,0.532,0.726,0.726,2.588
50,14.600,0.442,0.258,0.322,0.352,0.455,0.766,0.796,1.125,1.125,2.260
55,15.200,0.462,0.273,0.354,0.397,0.479,0.750,0.911,1.310,1.310,2.163
