Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,185.000,1.074,0.607,0.748,0.861,1.084,1.659,1.989,3.384,19.070,0.931
5,200.600,0.853,0.589,0.683,0.735,0.862,1.329,1.512,1.918,4.562,1.173
10,161.800,1.119,0.591,0.699,0.858,1.525,1.733,1.822,2.127,11.718,0.894
15,174.000,1.024,0.574,0.686,0.776,1.289,1.750,1.935,2.591,8.209,0.977
20,144.400,1.248,0.577,0.750,1.164,1.556,1.793,1.986,3.047,13.715,0.802
25,149.000,1.138,0.602,0.726,0.886,1.428,1.691,1.860,2.744,12.748,0.879
30,167.400,1.115,0.578,0.738,0.903,1.421,1.718,1.852,2.504,6.407,0.897
35,162.000,1.031,0.589,0.709,0.842,1.327,1.530,1.618,1.989,7.033,0.970
40,185.600,0.981,0.576,0.675,0.758,1.313,1.491,1.613,1.888,9.354,1.020
45,149.800,1.171,0.572,0.678,0.934,1.563,1.791,1.947,2.590,11.789,0.854
50,187.400,0.986,0.589,0.719,0.821,1.154,1.491,1.671,2.192,12.510,1.014
55,164.000,1.076,0.560,0.658,0.773,1.461,1.653,1.801,2.209,12.311,0.929
