Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,250.200,3.971,0.508,1.541,2.668,5.024,8.711,10.341,19.102,49.737,0.252
5,346.400,2.873,0.392,1.098,2.006,3.681,6.539,7.477,13.350,20.875,0.348
10,327.400,3.037,0.372,1.104,2.095,3.895,6.597,7.869,15.018,63.870,0.329
15,298.400,3.336,0.384,1.389,2.193,4.646,7.090,8.110,14.998,18.943,0.300
20,327.000,3.040,0.316,1.029,1.949,3.852,6.855,8.309,14.164,60.568,0.329
25,289.400,3.448,0.338,1.417,2.004,4.812,7.251,8.859,15.691,57.841,0.290
30,258.400,3.866,0.343,1.480,2.338,5.414,8.812,10.498,17.645,73.621,0.259
35,220.200,4.522,0.420,1.785,2.754,6.431,9.456,12.414,20.882,31.419,0.221
40,201.800,4.935,0.412,1.843,3.408,7.036,9.982,12.055,18.807,54.510,0.203
45,320.400,3.112,0.319,1.140,2.156,4.021,6.843,8.071,13.262,65.022,0.321
50,305.200,3.265,0.284,1.069,2.174,3.779,7.487,9.657,16.901,20.909,0.306
55,284.000,3.503,0.343,1.234,2.257,4.614,7.929,9.533,16.489,55.684,0.285
