Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,188,188.000,1425,2023,4349,5307,6369,8942,13421,35649,40073
1,345,345.000,491,1105,2156,2867,3596,5891,7295,14592,19939
2,472,472.000,351,891,1546,2114,2825,3747,5640,9308,15963
3,315,315.000,384,1357,1945,3151,4372,5998,6912,12079,15434
4,478,478.000,358,757,1640,2093,2671,4294,5732,11718,13839
5,473,473.000,313,752,1582,2094,2667,4330,5856,10434,15715
6,399,399.000,378,774,1730,2517,3115,5710,6744,12403,16429
7,292,292.000,390,1408,1979,3387,5124,6303,8394,13846,17113
8,446,446.000,295,773,1577,2233,2785,4994,5939,11770,21021
9,423,423.000,348,828,1755,2364,2899,5385,6895,9219,13544
10,456,456.000,347,756,1600,2177,2598,5213,6069,9149,14713
11,311,311.000,365,1260,1829,3215,4581,6286,9536,14520,17876
12,353,353.000,290,1168,1649,2822,4286,6113,7134,11643,18702
13,313,313.000,327,1368,2019,3181,4549,6293,7272,12303,22510
14,371,371.000,449,1118,1811,2684,3780,5688,6297,12078,14982
15,416,416.000,305,898,1724,2398,2806,5773,6332,9547,20276
16,480,480.000,274,705,1537,2072,2673,4999,5828,8789,11719
17,419,419.000,306,735,1745,2387,2887,5591,6589,12740,14206
18,362,362.000,299,777,1845,2743,3577,5916,7116,13919,15763
19,281,281.000,378,1533,2143,3548,5370,7404,8398,13341,14566
20,368,368.000,315,1067,1746,2715,3693,6308,7496,12880,15223
21,469,469.000,285,690,1612,2133,2739,4912,5744,9698,13409
22,348,348.000,335,1259,1731,2852,3897,6154,7323,12842,14713
23,441,441.000,274,732,1729,2259,2765,4974,6340,11632,13361
24,447,447.000,303,702,1615,2234,2751,5669,6287,9250,14482
25,273,273.000,391,1445,3116,3653,5125,6876,7854,14075,21783
26,367,367.000,297,1227,1650,2718,3916,5671,6765,11743,13995
27,308,308.000,297,1433,1828,3257,4907,6962,8187,13477,14006
28,384,384.000,300,1033,1578,2587,3712,5995,6539,12128,15402
29,386,386.000,347,1176,1633,2580,3457,5539,5999,11999,13182
30,337,337.000,333,1331,1860,2966,3998,6582,8080,13076,14624
31,374,374.000,312,967,1678,2665,3221,5554,6627,14053,22322
32,464,464.000,295,723,1577,2153,2837,4993,6344,8776,13257
33,409,409.000,300,746,1682,2446,3102,5795,6908,9468,13848
34,406,406.000,292,743,1687,2446,2942,5554,6786,12722,14136
35,402,402.000,308,1184,1472,2478,3265,5287,6058,11979,18002
36,414,414.000,293,728,1650,2418,2996,5991,6975,7998,10448
37,473,473.000,303,716,1606,2101,2603,4605,5884,11079,14299
38,426,426.000,275,735,1779,2345,2944,5195,6727,10630,13233
39,330,330.000,286,1261,1901,3026,4463,6311,7517,12274,16019
40,365,365.000,290,1221,1648,2726,3378,6020,7453,12221,18452
41,437,437.000,281,707,1640,2285,2705,5769,6486,12602,14159
42,551,551.000,309,685,1459,1809,2436,3096,5468,7107,13235
43,347,347.000,406,1250,1578,2876,4135,6294,7344,13124,14214
44,465,465.000,255,657,1586,2157,2626,5400,6519,11747,14005
45,485,485.000,281,705,1596,2047,2665,4968,5709,7221,11160
46,529,529.000,277,692,1423,1882,2485,3744,5499,7393,14138
47,362,362.000,285,1194,1615,2756,4064,5827,6651,10319,12551
48,342,342.000,305,1299,1910,2923,4203,6270,7419,12864,13827
49,415,415.000,291,761,1664,2404,2920,5541,6469,9957,14662
50,276,276.000,596,1476,2003,3625,5432,7155,8002,14761,16406
51,402,402.000,264,999,1807,2473,3536,4978,5866,9209,10805
52,312,312.000,473,1236,1875,3203,4449,5794,9929,12963,13629
53,363,363.000,284,953,1815,2738,4183,5569,7201,12010,12689
54,566,566.000,286,685,1491,1762,2444,3058,5316,6435,12971
55,385,385.000,250,946,1601,2593,3488,5703,7073,12193,13835
56,300,300.000,285,1415,1907,3328,4939,6930,8492,14375,18024
57,366,366.000,307,1189,1932,2722,3677,5517,6641,11605,14297
58,284,284.000,290,1482,2089,3523,5274,7076,7876,13975,19994
59,352,352.000,274,1323,1794,2823,3766,5722,7488,12516,13860
