Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,9.400,1.921,1.023,1.273,1.580,2.268,3.318,3.623,5.390,5.390,0.521
5,13.800,1.659,0.922,1.284,1.503,1.899,2.328,2.890,4.486,4.486,0.603
10,18.600,1.330,0.959,1.145,1.289,1.438,1.556,1.639,4.134,4.134,0.752
15,15.800,1.575,0.917,1.221,1.388,1.776,2.488,3.082,3.669,3.669,0.635
20,19.800,1.369,0.769,1.121,1.254,1.357,1.623,2.170,7.376,7.376,0.731
25,19.800,1.384,0.925,1.167,1.265,1.393,1.594,1.923,6.442,6.442,0.723
30,20.400,1.312,0.790,1.138,1.276,1.411,1.510,1.773,2.489,2.940,0.762
35,18.000,1.253,0.896,1.109,1.246,1.353,1.481,1.543,2.354,2.354,0.798
40,25.800,1.183,0.812,1.051,1.148,1.285,1.407,1.520,1.874,1.961,0.846
45,25.200,1.198,0.807,1.040,1.171,1.314,1.495,1.600,1.827,1.862,0.835
50,19.600,1.279,0.847,1.122,1.211,1.360,1.593,1.780,2.159,2.159,0.782
55,25.200,1.162,0.829,1.040,1.139,1.239,1.379,1.489,1.834,1.859,0.861
