Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,145.200,4.202,1.196,2.642,3.734,5.471,6.851,7.818,10.373,16.434,0.238
5,184.200,3.493,0.974,2.263,3.023,4.440,5.844,6.592,7.594,14.397,0.286
10,147.800,4.252,1.138,2.486,3.903,5.766,7.170,7.712,8.843,21.134,0.235
15,194.200,3.381,1.144,2.169,2.891,4.172,5.889,6.593,8.149,12.230,0.296
20,168.000,3.894,1.365,2.295,3.102,5.206,6.923,7.842,10.492,16.761,0.257
25,176.200,3.515,1.378,2.189,2.900,4.663,6.203,6.777,8.010,9.182,0.284
30,161.400,4.114,1.043,2.599,3.868,5.496,6.474,7.159,8.265,19.672,0.243
35,168.000,3.845,1.027,2.471,3.402,5.078,6.287,6.979,8.013,9.123,0.260
40,210.000,3.183,0.961,2.067,2.676,3.473,5.909,6.751,8.370,18.416,0.314
45,198.800,3.329,1.074,2.124,2.783,4.325,5.935,6.513,7.814,12.504,0.300
50,175.400,3.795,1.434,2.446,3.142,4.906,6.424,7.386,8.880,14.875,0.263
55,194.600,3.262,1.112,2.031,2.726,4.076,5.951,6.621,7.850,9.026,0.307
