Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,17.800,0.752,0.347,0.408,0.497,0.772,1.577,1.991,4.462,4.462,1.331
5,18.600,0.594,0.308,0.388,0.490,0.749,0.837,0.883,1.968,1.968,1.682
10,14.600,0.682,0.306,0.377,0.488,0.785,0.816,0.925,6.472,6.472,1.466
15,18.200,0.497,0.287,0.340,0.365,0.633,0.785,0.808,2.838,2.838,2.010
20,23.200,0.392,0.262,0.324,0.351,0.391,0.489,0.670,0.800,2.201,2.550
25,18.400,0.518,0.284,0.316,0.452,0.670,0.759,0.789,2.538,2.538,1.930
30,16.600,0.412,0.261,0.314,0.341,0.401,0.638,0.703,1.988,1.988,2.429
35,15.800,0.504,0.274,0.333,0.408,0.690,0.771,0.818,0.875,0.875,1.985
40,16.200,0.432,0.245,0.317,0.342,0.593,0.730,0.755,0.818,0.818,2.314
45,17.400,0.634,0.254,0.324,0.620,0.698,0.800,0.950,7.849,7.849,1.578
50,19.600,0.394,0.246,0.306,0.325,0.391,0.623,0.845,0.950,0.950,2.541
55,13.800,0.495,0.277,0.322,0.459,0.649,0.724,0.757,0.880,0.880,2.020
