Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,244,244.000,1077,1663,3085,4063,4742,6716,10294,23352,32021
1,299,299.000,688,1398,2599,3315,4141,6323,8331,15554,20090
2,283,283.000,426,1542,2258,3524,4900,7061,8187,14995,22195
3,431,431.000,380,922,1827,2315,3154,4859,6182,7224,8082
4,402,402.000,402,860,1937,2465,3196,5372,6506,13373,15459
5,390,390.000,403,909,1983,2544,3225,5622,6542,12554,15373
6,480,480.000,349,752,1575,2077,2841,3836,6058,8224,15040
7,375,375.000,352,865,1789,2651,3322,5995,7623,13471,14995
8,383,383.000,344,861,1795,2601,3307,5876,6640,12399,15166
9,305,305.000,410,1357,1963,3269,4589,6554,7770,13698,15995
10,380,380.000,348,949,1897,2611,3611,6164,6788,9480,13677
11,415,415.000,358,937,1658,2413,3122,4913,6597,12966,15411
12,382,382.000,305,868,1808,2585,3157,6059,7130,12560,15309
13,498,498.000,311,769,1495,1995,2716,3648,5795,7504,15213
14,523,523.000,293,709,1642,1904,2574,3297,4812,6869,10436
15,521,521.000,275,734,1623,1909,2653,3382,5720,6810,12046
16,524,524.000,305,766,1633,1895,2581,3348,5293,6484,10082
17,437,437.000,322,812,1656,2260,2949,5196,5897,7438,12016
18,560,560.000,302,705,1559,1776,2508,3155,3831,6207,13622
19,550,550.000,303,708,1319,1815,2518,3342,5607,6251,11538
20,515,515.000,312,755,1630,1925,2615,3525,5671,6938,8093
21,466,466.000,328,763,1500,2137,2784,4664,6237,9229,13193
22,540,540.000,315,724,1401,1844,2541,3346,5692,7186,17409
23,530,530.000,311,708,1391,1881,2512,3306,5409,10139,12940
24,604,604.000,256,691,1100,1650,2305,2995,4193,5838,10274
25,488,488.000,259,710,1614,2042,2555,4459,5647,12121,14602
26,495,495.000,301,681,1640,2015,2577,3890,5578,10656,14393
27,434,434.000,288,783,1761,2295,2726,5503,6930,11888,15370
28,551,551.000,266,699,1505,1808,2478,3185,5471,6634,7525
29,285,285.000,306,1379,2442,3498,5274,7084,8316,11692,15392
30,586,586.000,298,710,1225,1705,2397,3067,3508,5977,16505
31,548,548.000,293,735,1266,1825,2565,3277,4050,7794,14929
32,455,455.000,314,771,1767,2180,2881,4022,6026,8416,14682
33,494,494.000,295,737,1607,2013,2675,3887,5634,6640,20142
34,372,372.000,282,983,1953,2678,3379,5820,6845,13040,15672
35,478,478.000,267,725,1581,2089,2741,4213,5911,8925,13653
36,472,472.000,305,725,1524,2111,2791,4997,5851,7617,12260
37,384,384.000,255,846,1793,2592,3233,6002,7074,13523,14522
38,343,343.000,337,869,1998,2924,3544,6055,7522,14287,43746
39,374,374.000,284,919,1859,2646,3282,5682,7197,13734,23678
40,227,227.000,717,1678,3417,4396,6618,8455,9227,14098,19990
41,347,347.000,288,749,1994,2873,3243,6857,8003,14444,18999
42,393,393.000,334,874,1841,2534,3304,5429,6749,11784,14503
43,450,450.000,331,805,1692,2220,2980,4495,6094,8965,11029
44,448,448.000,332,879,1793,2216,3217,4286,5177,7794,10919
45,558,558.000,291,710,1315,1782,2510,3273,4209,7017,7597
46,514,514.000,256,744,1631,1938,2732,3544,4477,7106,15261
47,535,535.000,263,724,1575,1858,2614,3449,4208,6898,9636
48,441,441.000,292,834,1763,2263,3122,4311,5812,9028,13545
49,514,514.000,308,770,1443,1935,2739,3585,4493,7698,11075
50,282,282.000,448,1151,2353,3594,4781,7828,9234,17775,18783
51,334,334.000,263,1248,1927,2944,3633,6920,8152,14082,18309
52,446,446.000,258,761,1614,2235,2950,5137,5800,11351,14599
53,533,533.000,293,710,1517,1865,2591,3297,5086,7334,8196
54,493,493.000,291,758,1582,2041,2683,4119,5649,11684,13245
55,440,440.000,295,824,1680,2257,3027,4902,6340,7819,14056
56,373,373.000,303,819,1896,2655,3341,6052,7242,13270,16154
57,293,293.000,386,967,2381,3398,4284,7344,10416,17313,28498
58,440,440.000,344,842,1545,2260,3022,4426,6679,9784,18504
59,402,402.000,273,766,1890,2469,3058,4316,8535,13624,17518
