Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,6.400,2.829,1.158,1.665,2.440,3.376,3.918,4.640,13.486,13.486,0.353
5,10.600,2.807,1.234,1.555,1.839,2.287,2.715,3.515,47.134,47.134,0.356
10,12.400,1.922,1.217,1.500,1.834,2.218,2.593,2.907,4.454,4.454,0.520
15,12.200,1.867,1.262,1.533,1.802,2.109,2.357,2.532,3.543,3.543,0.536
20,13.000,1.906,1.180,1.487,1.773,2.053,2.431,2.862,4.245,4.245,0.525
25,12.600,1.898,1.119,1.483,1.736,1.994,2.867,3.120,3.749,3.749,0.527
30,10.600,1.831,1.161,1.547,1.706,2.137,2.559,2.654,2.676,2.676,0.546
35,13.200,1.982,1.129,1.517,1.757,2.152,3.159,3.452,4.647,4.647,0.505
40,10.200,2.416,1.326,1.697,2.068,2.783,3.916,4.724,6.850,6.850,0.414
45,13.200,1.886,1.264,1.526,1.697,1.938,2.203,3.019,6.932,6.932,0.530
50,13.600,1.871,1.169,1.496,1.748,2.081,2.750,3.076,3.594,3.594,0.534
55,14.200,1.973,1.251,1.669,1.846,2.144,2.726,2.905,3.979,3.979,0.507
