Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,7.200,2.079,1.028,1.413,2.171,2.630,2.927,3.698,4.812,4.812,0.481
5,10.600,1.452,0.915,1.290,1.398,1.512,1.804,2.080,2.405,2.405,0.689
10,13.600,1.579,0.762,1.164,1.395,1.849,2.331,2.788,4.444,4.444,0.633
15,12.200,1.549,1.009,1.308,1.430,1.734,2.106,2.460,2.711,2.711,0.646
20,10.000,1.922,1.003,1.467,1.720,2.088,3.067,3.750,3.894,3.894,0.520
25,12.600,1.789,1.046,1.435,1.674,2.081,2.370,2.640,4.214,4.214,0.559
30,14.000,1.647,1.005,1.368,1.556,1.799,2.214,2.386,2.942,2.942,0.607
35,17.400,1.539,0.871,1.288,1.469,1.705,1.894,2.314,3.183,3.183,0.650
40,17.400,1.899,1.084,1.368,1.601,2.018,2.852,3.711,5.874,5.874,0.526
45,17.000,1.621,0.840,1.346,1.542,1.722,2.164,2.727,3.172,3.172,0.617
50,16.600,1.650,1.076,1.327,1.518,1.886,2.361,2.610,2.895,2.895,0.606
55,16.400,1.582,0.911,1.276,1.510,1.753,2.106,2.358,3.078,3.078,0.632
