Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,397.600,2.508,0.331,0.933,1.783,3.151,5.603,6.890,12.022,28.606,0.399
5,432.000,2.304,0.318,0.780,1.631,2.878,5.183,6.224,12.180,27.564,0.434
10,349.600,2.852,0.311,1.164,1.751,3.949,6.039,7.125,12.788,59.267,0.351
15,353.400,2.817,0.295,1.259,1.758,3.896,5.925,6.895,12.795,17.309,0.355
20,484.600,2.059,0.290,0.709,1.548,2.672,4.793,5.681,7.581,13.811,0.486
25,376.400,2.651,0.288,0.928,1.681,3.394,5.894,7.004,12.773,17.099,0.377
30,478.800,2.083,0.293,0.720,1.581,2.684,4.644,5.734,8.144,18.016,0.480
35,340.000,2.934,0.287,1.299,1.765,4.398,6.268,7.370,13.377,18.552,0.341
40,387.200,2.578,0.282,0.992,1.649,3.424,5.641,6.445,12.548,14.998,0.388
45,387.800,2.573,0.271,0.783,1.692,3.304,5.928,6.980,12.662,16.709,0.389
50,442.000,2.255,0.263,0.747,1.646,2.747,4.686,6.033,10.465,76.129,0.443
55,391.800,2.545,0.287,0.849,1.687,3.413,5.634,6.563,11.703,14.789,0.393
