Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,353.000,2.818,0.361,1.053,1.952,3.344,5.977,7.384,15.091,36.180,0.355
5,374.400,2.663,0.283,0.892,1.731,3.310,5.964,6.961,13.246,16.552,0.375
10,401.400,2.483,0.315,0.795,1.737,3.109,5.556,6.323,11.969,25.672,0.403
15,432.000,2.302,0.258,0.725,1.666,2.890,5.474,6.469,11.084,15.262,0.434
20,401.200,2.485,0.285,0.807,1.670,3.093,5.564,6.624,11.976,20.515,0.402
25,293.200,3.401,0.308,1.373,2.056,4.332,7.179,9.069,17.313,75.020,0.294
30,403.400,2.477,0.279,0.801,1.738,3.037,5.538,6.788,12.192,15.206,0.404
35,366.400,2.720,0.283,0.812,1.779,3.397,6.365,7.537,13.033,23.107,0.368
40,385.200,2.590,0.288,0.753,1.773,3.153,6.054,7.124,13.379,16.696,0.386
45,378.200,2.639,0.291,0.786,1.777,3.501,5.798,6.876,12.890,15.906,0.379
50,390.800,2.554,0.262,0.950,1.716,3.235,5.633,6.788,11.994,14.844,0.392
55,355.800,2.803,0.252,1.243,1.852,3.925,6.134,7.224,12.660,13.595,0.357
