Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,242,242.000,937,1708,2932,4104,5429,8214,10173,20803,29137
1,455,455.000,505,964,1942,2182,2968,3733,4332,7499,11457
2,566,566.000,378,794,1103,1756,2493,3093,3495,6587,7079
3,478,478.000,310,793,1479,2082,2844,4420,5807,9154,12182
4,380,380.000,337,1262,1903,2623,3229,5661,6106,12410,14272
5,277,277.000,768,1461,1788,3609,4978,7338,12468,14495,15958
6,373,373.000,359,840,1706,2667,3105,5926,7044,13344,14105
7,397,397.000,346,826,1806,2509,3043,5682,6309,13141,14247
8,271,271.000,512,1390,3099,3699,5526,6695,8171,13474,16862
9,524,524.000,327,707,1291,1889,2551,4007,5635,6458,13857
10,614,614.000,319,718,961,1621,2357,2923,3314,6033,7548
11,396,396.000,304,785,1683,2515,3317,5703,6212,11758,12684
12,323,323.000,368,1338,1729,3086,4789,6318,7863,12038,14780
13,357,357.000,313,814,1662,2783,3572,6262,7638,13217,14004
14,303,303.000,323,1485,1844,3298,4896,6807,7479,13088,17720
15,473,473.000,319,742,1515,2094,2633,4296,5743,11201,13256
16,262,262.000,658,1537,2716,3818,5509,7293,8802,14015,14541
17,398,398.000,308,742,1739,2510,3068,5675,7198,12959,13957
18,427,427.000,324,729,1616,2327,2842,5678,6699,9904,14404
19,385,385.000,323,1103,1639,2586,3648,5461,6085,13090,14706
20,380,380.000,303,791,1554,2623,3586,5828,6883,11994,18127
21,502,502.000,311,681,1523,1986,2646,3995,5688,8065,13414
22,346,346.000,308,978,1699,2883,3958,6576,7147,13623,14513
23,412,412.000,267,794,1513,2422,3140,5583,6324,11929,12523
24,346,346.000,321,1244,1796,2892,4524,6000,7129,14198,14600
25,304,304.000,314,1411,1855,3266,4737,6649,7817,12851,20570
26,416,416.000,299,959,1639,2400,3085,5576,6217,7412,12812
27,384,384.000,269,889,1883,2596,3901,5486,6032,8544,13126
28,414,414.000,339,782,1677,2412,3069,5678,6393,11683,12960
29,284,284.000,553,1355,3106,3509,4993,6345,7985,13600,15273
30,370,370.000,422,1147,1597,2697,3995,5075,5913,10035,11500
31,459,459.000,296,702,1512,2168,2913,5161,5874,6899,11931
32,337,337.000,277,1332,1795,2965,3902,6743,7922,13642,14197
33,295,295.000,310,1442,1839,3381,4817,6999,11230,13756,14460
34,373,373.000,302,983,1786,2677,3780,5959,6969,12410,14347
35,337,337.000,315,1143,1715,2966,4142,5924,7614,13304,48010
36,257,257.000,606,1513,2225,3870,5690,7443,8536,13979,14518
37,278,278.000,302,1435,2001,3596,5402,6965,8435,15227,16566
38,296,296.000,604,1360,1824,3368,4786,6887,8171,13088,16711
39,574,574.000,249,678,1510,1738,2494,3050,4023,5872,11399
40,584,584.000,285,666,1460,1710,2388,3034,5486,6038,6736
41,304,304.000,306,1390,2164,3280,5062,6199,7470,13360,14996
42,372,372.000,337,1305,1683,2678,3811,5759,6508,12595,21943
43,542,542.000,280,711,1468,1840,2537,3221,5472,6170,12582
44,327,327.000,366,1417,1817,3047,4543,6480,7291,13100,14570
45,520,520.000,300,707,1512,1923,2561,3963,5649,6964,13654
46,347,347.000,311,1291,1784,2868,4262,6008,6675,12944,15414
47,312,312.000,319,1359,1718,3205,4895,6638,7722,13897,15616
48,323,323.000,352,1284,1928,3085,4608,6077,6800,12288,16738
49,430,430.000,309,789,1762,2318,3124,4946,5794,8764,12727
50,321,321.000,586,1300,1635,3115,4485,5887,6357,11735,12064
51,456,456.000,283,727,1538,2189,2909,4802,5807,10259,13614
52,567,567.000,303,709,1604,1753,2498,3136,3776,6168,6903
53,550,550.000,274,711,1549,1812,2512,3077,5623,6113,16859
54,321,321.000,285,1392,1977,3106,4424,6298,7459,13081,14126
55,261,261.000,296,1538,2438,3825,5653,7712,8579,13092,13575
56,373,373.000,290,993,1748,2677,3719,5954,6996,12770,14243
57,360,360.000,307,1280,1805,2774,4153,5931,6798,11154,13355
58,339,339.000,314,957,1858,2943,4342,6155,7650,13460,14350
59,362,362.000,294,852,1792,2749,3390,6095,7862,13008,14186
