Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,474.400,2.098,0.300,0.777,1.709,2.659,4.009,5.830,8.205,36.526,0.477
5,512.800,1.942,0.312,0.725,1.523,2.591,3.423,5.621,7.513,26.034,0.515
10,495.800,2.008,0.275,0.725,1.515,2.591,4.233,5.634,8.688,19.643,0.498
15,559.000,1.782,0.259,0.696,1.457,2.487,3.174,5.276,6.206,15.422,0.561
20,543.000,1.837,0.277,0.710,1.468,2.537,3.282,5.432,6.727,16.936,0.544
25,553.200,1.802,0.248,0.675,1.450,2.435,3.164,5.377,7.462,18.931,0.555
30,595.400,1.673,0.255,0.657,1.215,2.392,3.054,5.129,5.912,14.125,0.598
35,546.400,1.824,0.240,0.693,1.491,2.526,3.172,5.345,6.604,15.312,0.548
40,560.800,1.779,0.251,0.693,1.475,2.500,3.148,5.294,6.089,12.685,0.562
45,576.000,1.731,0.270,0.655,1.406,2.460,3.103,5.261,5.916,13.608,0.578
50,564.000,1.768,0.265,0.681,1.485,2.474,3.085,5.133,6.094,52.708,0.565
55,567.000,1.758,0.246,0.668,1.441,2.428,3.121,5.273,6.815,13.843,0.569
