Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,14.400,1.453,0.850,1.212,1.367,1.601,1.887,2.298,2.888,2.888,0.688
5,16.400,1.311,0.738,1.052,1.198,1.400,1.805,2.276,2.865,2.865,0.763
10,22.200,1.248,0.905,1.111,1.181,1.331,1.461,1.656,2.936,3.479,0.801
15,19.600,1.309,0.807,1.138,1.272,1.371,1.568,1.879,3.147,3.147,0.764
20,17.200,1.297,0.856,1.147,1.261,1.377,1.525,1.706,2.474,2.474,0.771
25,21.600,1.292,0.789,1.093,1.233,1.363,1.694,1.947,2.615,2.779,0.774
30,21.800,1.221,0.770,1.085,1.233,1.340,1.455,1.551,1.614,1.793,0.819
35,24.200,1.321,0.753,1.091,1.193,1.337,1.702,2.173,3.494,5.557,0.757
40,24.400,1.230,0.783,1.077,1.167,1.290,1.471,1.696,2.838,2.949,0.813
45,22.200,1.227,0.855,1.052,1.170,1.367,1.543,1.648,2.286,2.401,0.815
50,21.200,1.306,0.827,1.070,1.225,1.420,1.701,2.057,2.716,3.377,0.765
55,21.200,1.341,0.828,1.127,1.234,1.396,1.646,2.059,2.640,5.570,0.746
