Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,391.200,2.546,0.342,0.972,1.882,3.200,5.277,6.334,12.467,22.076,0.393
5,518.200,1.921,0.286,0.727,1.518,2.532,3.376,5.600,7.428,24.819,0.521
10,554.600,1.796,0.294,0.705,1.369,2.503,3.176,5.299,6.603,15.714,0.557
15,576.200,1.731,0.263,0.695,1.416,2.442,3.043,4.559,6.024,18.311,0.578
20,506.200,1.969,0.276,0.698,1.533,2.555,3.873,5.515,9.406,17.196,0.508
25,545.800,1.827,0.278,0.689,1.476,2.485,3.203,5.379,6.603,17.009,0.547
30,515.400,1.936,0.278,0.679,1.431,2.586,4.093,5.489,7.638,19.403,0.516
35,533.600,1.869,0.271,0.658,1.510,2.476,3.568,5.426,6.684,14.713,0.535
40,576.600,1.729,0.238,0.673,1.359,2.477,3.076,5.066,6.195,12.561,0.578
45,609.400,1.637,0.255,0.639,1.418,2.302,2.910,5.038,5.824,14.555,0.611
50,535.800,1.861,0.266,0.710,1.526,2.549,3.231,4.898,6.527,20.288,0.537
55,530.000,1.880,0.250,0.679,1.513,2.510,3.485,5.384,7.071,17.861,0.532
