Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,16.600,1.432,0.997,1.243,1.350,1.538,1.789,1.939,2.659,2.659,0.698
5,12.600,1.615,1.013,1.338,1.528,1.880,2.241,2.336,2.932,2.932,0.619
10,12.200,1.700,0.999,1.308,1.574,1.900,2.898,3.193,3.628,3.628,0.588
15,13.400,1.479,0.955,1.238,1.389,1.690,2.003,2.082,2.574,2.574,0.676
20,17.200,1.454,0.925,1.186,1.337,1.596,1.906,2.141,3.065,3.065,0.688
25,16.400,1.458,0.943,1.213,1.397,1.617,1.821,1.942,2.825,2.825,0.686
30,13.800,1.440,0.892,1.168,1.355,1.554,2.104,2.349,2.835,2.835,0.694
35,17.200,1.442,0.846,1.202,1.355,1.609,1.901,2.154,3.547,3.547,0.693
40,14.200,1.550,0.903,1.272,1.416,1.728,2.220,2.613,2.903,2.903,0.645
45,16.600,1.312,0.840,1.145,1.308,1.489,1.613,1.642,1.791,1.791,0.762
50,23.200,1.219,0.818,1.017,1.146,1.311,1.559,1.810,2.466,2.854,0.820
55,16.600,1.417,0.845,1.188,1.340,1.512,1.832,2.234,2.600,2.600,0.706
