Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,266.600,3.730,0.526,1.437,2.630,4.575,7.859,10.042,18.549,40.182,0.268
5,317.600,3.132,0.349,1.220,2.029,4.168,6.815,8.371,14.793,54.099,0.319
10,347.400,2.864,0.368,1.092,2.092,3.551,6.098,7.779,13.441,36.190,0.349
15,292.400,3.403,0.314,1.202,2.287,4.476,7.540,9.382,16.564,24.125,0.294
20,311.200,3.194,0.336,1.036,2.233,3.980,7.288,8.608,14.654,48.005,0.313
25,327.800,3.045,0.395,0.994,2.217,3.823,7.080,8.930,13.460,20.345,0.328
30,295.200,3.366,0.376,1.144,2.335,4.091,7.551,9.526,18.082,48.562,0.297
35,242.000,4.123,0.419,1.677,2.809,5.205,9.124,10.840,19.820,22.198,0.243
40,252.600,3.943,0.370,1.273,2.565,5.031,9.198,10.729,18.865,34.563,0.254
45,231.200,4.312,0.386,1.419,2.865,5.533,9.431,11.171,21.263,82.622,0.232
50,266.400,3.736,0.427,1.209,2.753,4.803,8.188,10.383,17.160,72.208,0.268
55,286.000,3.480,0.373,1.233,2.497,4.561,7.253,9.612,14.484,55.728,0.287
