Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,13.200,10.502,5.549,6.573,11.196,13.453,16.413,17.568,20.706,20.706,0.095
5,23.200,7.202,5.320,5.612,5.805,6.823,12.173,13.628,14.813,24.279,0.139
10,15.200,8.211,5.086,5.572,5.850,11.758,12.882,13.717,14.203,14.203,0.122
15,19.200,6.673,5.193,5.394,5.610,5.995,11.375,12.686,14.027,14.027,0.150
20,20.800,6.464,5.104,5.426,5.589,5.979,11.309,11.497,12.324,14.302,0.155
25,21.600,7.008,5.143,5.524,5.709,6.816,11.777,12.490,14.331,15.272,0.143
30,21.400,7.542,5.105,5.500,5.706,11.126,12.225,13.401,16.489,17.357,0.133
35,21.000,6.503,5.141,5.333,5.467,5.666,11.290,12.106,13.166,13.794,0.154
40,21.800,7.807,5.177,5.460,5.724,11.324,12.705,13.524,13.988,14.191,0.128
45,17.800,6.957,5.220,5.423,5.563,6.131,12.919,13.170,17.439,17.439,0.144
50,15.000,7.791,5.257,5.677,6.122,9.885,12.653,13.341,15.245,15.245,0.128
55,19.600,6.479,4.994,5.361,5.523,5.817,11.178,12.613,13.886,13.886,0.154
