Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,14.400,9.845,5.512,5.992,8.073,13.203,16.311,17.630,21.372,21.372,0.102
5,18.800,6.847,5.293,5.644,5.841,6.158,11.374,13.167,27.457,27.457,0.146
10,19.200,7.173,5.227,5.604,5.886,6.766,12.280,13.266,25.516,25.516,0.139
15,22.600,5.932,5.157,5.390,5.518,5.716,5.905,8.569,13.750,13.836,0.169
20,22.000,6.085,5.121,5.501,5.669,5.906,6.569,9.073,13.436,15.208,0.164
25,22.200,6.527,5.138,5.496,5.691,6.097,9.692,11.472,12.413,13.642,0.153
30,18.400,6.627,5.206,5.543,5.720,5.917,6.611,11.569,44.209,44.209,0.151
35,2.200,28.174,11.241,14.166,24.461,38.763,45.319,72.041,72.041,72.041,0.035
40,7.400,16.469,5.687,7.139,12.962,20.340,31.488,42.277,63.347,63.347,0.061
45,16.400,6.873,5.271,5.617,5.879,6.933,9.511,11.984,17.565,17.565,0.146
50,19.400,6.946,5.429,5.907,6.137,6.575,9.320,12.067,18.708,18.708,0.144
55,15.800,7.288,5.240,5.535,5.877,7.925,11.911,14.490,17.907,17.907,0.137
