Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,291.200,3.411,0.380,1.230,2.504,3.910,7.250,9.849,17.528,39.652,0.293
5,465.800,2.136,0.317,0.797,1.630,2.753,4.127,5.901,9.822,22.673,0.468
10,455.000,2.189,0.314,0.778,1.664,2.794,4.454,6.161,10.307,19.896,0.457
15,454.400,2.185,0.308,0.766,1.675,2.834,4.681,5.927,9.914,16.626,0.458
20,560.000,1.781,0.290,0.686,1.492,2.494,3.110,5.164,6.289,15.519,0.561
25,503.800,1.979,0.277,0.710,1.551,2.624,3.800,5.607,8.607,16.681,0.505
30,502.800,1.984,0.252,0.706,1.525,2.623,3.928,5.609,8.748,20.794,0.504
35,530.200,1.881,0.241,0.697,1.491,2.509,3.406,5.466,7.538,20.063,0.532
40,543.000,1.836,0.245,0.687,1.514,2.529,3.216,5.359,6.800,14.068,0.545
45,578.200,1.726,0.268,0.656,1.348,2.411,3.126,5.332,6.322,13.769,0.579
50,490.200,2.033,0.246,0.704,1.531,2.708,4.336,5.687,8.805,15.516,0.492
55,520.600,1.914,0.246,0.709,1.550,2.585,3.383,5.418,7.125,14.094,0.523
