Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,16.800,1.347,0.836,1.084,1.287,1.483,1.706,1.968,3.007,3.007,0.742
5,19.600,1.242,0.900,1.085,1.192,1.319,1.478,1.601,2.927,2.927,0.805
10,18.400,1.318,0.766,1.060,1.212,1.399,1.667,2.066,4.515,4.515,0.759
15,23.200,1.174,0.810,1.055,1.142,1.252,1.366,1.588,1.942,2.178,0.852
20,25.000,1.237,0.786,1.087,1.209,1.371,1.491,1.717,2.068,2.247,0.808
25,22.600,1.346,0.907,1.088,1.236,1.415,1.777,2.320,3.002,3.361,0.743
30,15.600,1.364,0.900,1.155,1.328,1.458,1.798,2.037,2.518,2.518,0.733
35,19.200,1.496,0.878,1.157,1.334,1.670,2.215,2.676,3.844,3.844,0.668
40,16.200,1.523,0.855,1.171,1.301,1.569,2.256,2.926,4.365,4.365,0.657
45,17.000,1.627,1.031,1.306,1.491,1.859,2.240,2.567,3.451,3.451,0.614
50,13.200,1.578,0.894,1.154,1.394,1.725,2.531,2.974,3.448,3.448,0.634
55,22.800,1.317,0.743,1.086,1.223,1.346,1.915,2.199,2.718,4.323,0.759
