Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,159.800,1.245,0.606,0.803,1.030,1.465,1.849,2.174,4.253,9.921,0.803
5,181.600,1.011,0.588,0.698,0.804,1.301,1.479,1.603,1.930,13.208,0.989
10,243.800,0.776,0.567,0.653,0.692,0.757,0.955,1.304,1.695,17.545,1.288
15,225.400,0.822,0.558,0.640,0.680,0.774,1.297,1.409,1.738,19.601,1.216
20,206.400,0.882,0.571,0.657,0.704,1.178,1.384,1.526,1.787,5.990,1.134
25,207.000,0.930,0.565,0.668,0.743,1.237,1.392,1.501,1.694,8.389,1.076
30,223.600,0.807,0.564,0.632,0.674,0.776,1.307,1.463,1.797,5.971,1.240
35,205.000,0.861,0.557,0.641,0.692,1.169,1.365,1.457,1.774,2.185,1.162
40,235.000,0.795,0.571,0.659,0.695,0.774,1.197,1.447,1.820,7.602,1.258
45,229.200,0.796,0.576,0.655,0.692,0.768,1.207,1.404,1.623,9.403,1.256
50,219.400,0.838,0.579,0.662,0.713,0.839,1.297,1.548,1.969,6.572,1.194
55,218.800,0.820,0.569,0.650,0.690,0.779,1.297,1.428,1.689,18.509,1.219
