Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,384.000,2.592,0.345,0.956,1.822,3.196,5.765,6.620,12.376,23.340,0.386
5,453.600,2.195,0.283,0.790,1.704,2.866,4.758,5.963,9.136,20.041,0.456
10,451.600,2.203,0.295,0.808,1.695,2.897,4.355,6.020,10.807,18.022,0.454
15,448.800,2.214,0.291,0.757,1.575,2.893,5.311,6.427,9.502,18.012,0.452
20,549.200,1.817,0.258,0.697,1.511,2.526,3.164,5.329,6.383,12.158,0.550
25,547.800,1.820,0.254,0.668,1.553,2.535,3.181,5.411,6.794,15.359,0.550
30,535.000,1.866,0.271,0.672,1.478,2.517,3.299,5.492,7.260,26.164,0.536
35,504.000,1.977,0.274,0.683,1.538,2.613,4.165,5.602,7.759,13.773,0.506
40,564.800,1.766,0.244,0.684,1.428,2.444,3.129,5.123,6.384,14.395,0.566
45,495.400,2.013,0.278,0.715,1.606,2.669,3.926,5.460,9.680,18.608,0.497
50,542.000,1.840,0.255,0.663,1.461,2.527,3.281,5.392,6.802,15.706,0.543
55,555.200,1.794,0.258,0.674,1.462,2.465,3.176,5.358,6.321,18.397,0.557
