Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,4.200,4.518,1.290,1.830,2.576,7.757,8.098,10.988,15.628,15.628,0.221
5,11.800,0.808,0.411,0.528,0.665,0.896,1.272,2.116,2.855,2.855,1.238
10,10.000,0.763,0.385,0.473,0.608,0.842,1.040,1.133,5.145,5.145,1.311
15,15.000,0.786,0.335,0.420,0.480,0.703,0.977,1.687,7.950,7.950,1.272
20,16.000,0.530,0.325,0.390,0.485,0.641,0.820,0.914,1.201,1.201,1.885
25,14.400,0.518,0.306,0.383,0.418,0.537,0.858,0.976,1.808,1.808,1.930
30,13.000,0.542,0.309,0.370,0.422,0.585,0.966,1.047,1.818,1.818,1.847
35,14.800,0.613,0.307,0.386,0.430,0.604,0.956,1.246,4.733,4.733,1.632
40,13.000,0.644,0.290,0.373,0.415,0.617,1.049,1.177,6.535,6.535,1.554
45,13.200,0.498,0.308,0.380,0.440,0.512,0.835,0.907,1.216,1.216,2.009
50,13.800,0.515,0.283,0.371,0.441,0.597,0.805,0.909,1.205,1.205,1.944
55,13.800,0.516,0.293,0.381,0.426,0.516,0.674,1.072,2.968,2.968,1.939
