Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,13.200,1.098,0.346,0.446,0.795,1.424,1.937,2.318,5.511,5.511,0.911
5,23.000,0.487,0.313,0.369,0.405,0.451,0.751,0.959,1.894,1.960,2.055
10,20.200,0.794,0.264,0.341,0.364,0.411,0.881,2.774,8.681,10.435,1.259
15,20.200,0.449,0.258,0.329,0.349,0.448,0.701,0.754,1.531,2.610,2.229
20,22.800,0.384,0.278,0.318,0.343,0.381,0.453,0.650,1.014,1.545,2.604
25,18.000,0.428,0.279,0.321,0.342,0.383,0.613,0.777,4.568,4.568,2.334
30,23.000,0.355,0.250,0.306,0.325,0.351,0.432,0.620,0.792,0.984,2.817
35,22.600,0.368,0.262,0.302,0.327,0.375,0.568,0.653,0.766,0.806,2.715
40,22.800,0.446,0.254,0.306,0.329,0.368,0.507,0.657,0.889,10.249,2.244
45,22.400,0.385,0.267,0.315,0.338,0.378,0.565,0.649,0.794,1.435,2.596
50,21.600,0.393,0.247,0.319,0.340,0.417,0.530,0.719,0.913,1.303,2.543
55,22.800,0.374,0.256,0.316,0.339,0.371,0.429,0.583,0.684,2.468,2.677
