Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,167.200,1.225,0.651,0.814,0.962,1.483,1.795,2.149,3.972,12.889,0.817
5,224.400,0.851,0.592,0.680,0.730,0.829,1.269,1.485,1.883,9.188,1.176
10,246.200,0.780,0.589,0.673,0.708,0.771,0.895,1.263,1.689,8.467,1.282
15,250.400,0.738,0.572,0.659,0.696,0.751,0.847,0.983,1.509,2.807,1.355
20,209.800,0.819,0.558,0.652,0.696,0.769,1.288,1.487,1.903,12.463,1.221
25,240.800,0.789,0.549,0.652,0.691,0.765,1.226,1.368,1.628,10.089,1.268
30,232.000,0.804,0.549,0.643,0.684,0.778,1.305,1.416,1.713,4.274,1.244
35,229.400,0.773,0.553,0.619,0.658,0.731,1.308,1.513,1.748,2.488,1.293
40,258.400,0.733,0.556,0.644,0.677,0.730,0.839,1.211,1.503,4.168,1.363
45,263.000,0.683,0.546,0.611,0.641,0.687,0.753,0.834,1.586,5.421,1.465
50,225.400,0.795,0.543,0.654,0.707,0.801,1.052,1.384,1.785,5.883,1.258
55,225.800,0.783,0.556,0.636,0.679,0.748,1.282,1.410,1.710,5.972,1.278
