Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,48.800,3.859,1.116,2.453,3.155,4.303,6.200,8.406,12.665,43.589,0.259
5,120.800,1.550,0.842,1.082,1.250,1.723,2.414,2.874,5.219,12.305,0.645
10,120.800,1.528,0.803,1.009,1.169,1.603,2.485,2.935,4.107,30.797,0.654
15,135.400,1.320,0.772,0.970,1.113,1.438,2.107,2.487,3.115,7.139,0.758
20,142.200,1.363,0.802,0.954,1.084,1.346,1.929,2.220,3.461,42.916,0.734
25,122.000,1.364,0.762,0.942,1.100,1.526,2.154,2.470,4.379,7.936,0.733
30,136.000,1.343,0.732,0.953,1.093,1.471,2.040,2.492,4.182,9.835,0.744
35,130.400,1.453,0.743,0.932,1.088,1.540,2.094,2.436,4.029,55.642,0.688
40,121.000,1.523,0.770,0.971,1.145,1.655,2.403,3.158,5.375,17.988,0.657
45,144.600,1.300,0.787,0.969,1.101,1.379,1.982,2.288,3.104,12.135,0.769
50,141.200,1.367,0.763,0.934,1.070,1.416,1.985,2.373,3.618,52.762,0.732
55,144.800,1.298,0.763,0.943,1.057,1.321,1.818,2.162,3.103,50.692,0.770
