Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,99.800,2.033,0.731,1.108,1.775,2.398,3.179,4.030,6.322,51.274,0.492
5,159.000,1.227,0.657,0.834,1.031,1.536,1.957,2.189,3.032,4.983,0.815
10,130.400,1.296,0.632,0.830,1.171,1.679,1.929,2.194,2.872,8.378,0.772
15,169.000,1.141,0.632,0.801,0.930,1.363,1.794,2.030,2.782,8.048,0.877
20,162.800,1.179,0.595,0.749,0.877,1.464,1.886,2.084,2.564,45.714,0.848
25,154.200,1.161,0.634,0.777,0.904,1.552,1.904,2.127,2.481,5.431,0.862
30,164.400,1.034,0.660,0.793,0.875,1.091,1.702,1.911,2.336,3.106,0.967
35,182.800,1.062,0.676,0.796,0.892,1.112,1.695,1.887,2.691,12.532,0.942
40,147.600,1.234,0.696,0.850,1.010,1.399,1.975,2.226,3.146,9.352,0.810
45,169.000,1.068,0.679,0.811,0.897,1.134,1.663,1.958,2.421,12.709,0.936
50,173.200,1.054,0.693,0.822,0.914,1.077,1.628,1.984,2.670,4.150,0.948
55,152.000,1.187,0.695,0.837,0.934,1.320,1.948,2.137,3.017,14.314,0.842
