Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,162.200,3.853,1.467,2.705,3.565,4.615,5.797,6.416,8.797,26.076,0.260
5,149.200,4.499,1.441,3.238,4.508,5.682,6.584,7.244,8.302,13.631,0.222
10,144.000,4.281,1.304,2.742,4.198,5.631,6.687,7.338,8.199,13.610,0.234
15,177.200,3.578,1.123,2.341,3.084,4.785,5.893,6.493,7.535,10.453,0.279
20,178.000,3.611,1.461,2.277,3.014,4.794,6.181,6.884,8.197,14.152,0.277
25,162.600,3.941,1.446,2.592,3.631,5.239,6.191,6.801,7.993,13.184,0.254
30,174.200,3.605,1.062,2.238,3.060,4.703,6.192,6.837,8.233,13.656,0.277
35,180.600,3.472,0.998,2.191,2.937,4.205,6.132,6.943,9.109,10.925,0.288
40,146.400,4.420,1.265,2.979,4.226,5.720,6.902,7.592,9.102,10.230,0.226
45,189.800,3.444,1.438,2.280,3.058,4.389,5.600,6.101,6.954,14.484,0.290
50,203.800,3.079,1.388,2.040,2.587,3.237,5.505,6.834,8.747,14.929,0.325
55,169.400,3.832,0.997,2.537,3.625,4.996,6.058,6.620,7.582,8.290,0.261
