Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,144,144.000,1835,3095,5070,6932,8562,14958,18306,29935,32026
1,211,211.000,1205,2224,3778,4711,6119,9194,11591,16442,19231
2,260,260.000,767,1356,2625,3784,4467,7456,10097,33402,50216
3,221,221.000,615,1671,2859,4507,5453,9089,14494,23265,28416
4,232,232.000,628,1342,2658,4332,4909,9572,15552,26810,29731
5,212,212.000,752,1488,2745,4632,5743,9956,15114,24041,42632
6,124,124.000,599,2185,3764,8041,9477,16373,24511,53369,150337
7,115,115.000,692,2807,4902,8659,10545,16468,22110,55043,141517
8,224,224.000,527,1547,2762,4456,5711,10095,13037,22036,26139
9,299,299.000,472,1079,2286,3313,4389,7236,8696,14402,25036
10,360,360.000,379,891,1787,2770,3095,5818,7139,12683,89043
11,401,401.000,345,746,1604,2482,2907,5597,6832,14125,46186
12,507,507.000,313,729,1341,1983,2580,4014,5826,10436,13443
13,286,286.000,406,1384,1785,3503,4845,6507,11862,17603,24004
14,390,390.000,387,797,1679,2529,3264,5905,6746,13396,14077
15,427,427.000,383,817,1917,2322,2897,5201,6250,9157,18006
16,500,500.000,350,748,1512,1993,2601,3444,5668,12995,13641
17,376,376.000,313,1130,1789,2649,3484,5938,7186,11850,13482
18,329,329.000,354,1334,1938,3030,4125,6359,7284,13438,14818
19,427,427.000,322,786,1611,2329,2936,5514,6323,11839,12043
20,397,397.000,316,812,1696,2510,3232,5714,6680,11601,14460
21,320,320.000,346,1370,1758,3071,4515,6229,7337,12122,13389
22,387,387.000,310,814,1701,2569,3128,5969,7111,13610,14246
23,345,345.000,325,1306,1764,2896,4079,6337,7707,13496,14538
24,436,436.000,294,760,1515,2298,2865,5081,6406,13129,14006
25,466,466.000,305,715,1541,2135,2671,5080,5722,11497,13665
26,505,505.000,286,711,1476,1975,2505,3950,5720,13095,14381
27,447,447.000,313,757,1760,2222,2720,5310,6225,9521,13843
28,572,572.000,266,694,1038,1742,2406,3070,5572,6750,12970
29,520,520.000,306,717,1621,1918,2590,3233,5509,7136,14311
30,341,341.000,353,819,1893,2932,3561,6098,8006,14079,71894
31,251,251.000,370,999,2700,3968,4516,7605,10735,35911,75040
32,365,365.000,353,910,1825,2728,3539,5647,7057,15250,26436
33,342,342.000,292,1354,1789,2932,4336,6024,6842,11982,13654
34,315,315.000,375,1257,2397,3153,4559,6186,7483,12046,17610
35,357,357.000,394,951,1840,2790,3521,5711,7864,14209,50229
36,370,370.000,313,941,1570,2695,3576,5999,7396,12682,14015
37,439,439.000,300,726,1641,2275,2774,5344,6139,13108,24143
38,271,271.000,320,1203,2243,3679,5049,8360,11807,15005,16411
39,320,320.000,330,1304,1871,3109,4312,6887,8051,13792,20592
40,261,261.000,360,1029,1860,3886,3977,6220,10087,60417,87919
41,198,198.000,468,1222,2503,4951,4334,8226,10859,68365,197853
42,433,433.000,295,777,1782,2307,2839,4157,5924,8711,72408
43,218,218.000,372,1298,2949,4562,6078,11048,13629,18882,30202
44,395,395.000,324,801,1932,2520,3246,5646,7763,10114,11856
45,446,446.000,299,728,1591,2249,2792,5434,6165,9404,13602
46,275,275.000,408,1110,2196,3619,5717,7838,9543,13914,19497
47,437,437.000,297,820,1643,2277,3115,4722,6011,10598,13209
48,288,288.000,291,1375,2456,3459,5131,7047,8963,13965,16973
49,401,401.000,302,981,1850,2486,3341,5234,6193,9694,17457
50,295,295.000,300,940,2264,3389,4045,6342,9232,26226,77523
51,400,400.000,285,729,1615,2493,2802,5623,7282,17290,34117
52,245,245.000,615,1503,2621,4057,5554,7980,10802,15991,32532
53,367,367.000,323,1276,1890,2727,3854,5518,6083,11385,13632
54,383,383.000,294,1236,1754,2619,3511,5537,6204,12060,13289
55,279,279.000,328,1523,2463,3566,5482,7035,7803,13059,14698
56,344,344.000,263,1363,1766,2925,4369,6154,7698,13808,15098
57,316,316.000,307,1507,1824,3116,4756,7011,7643,13683,13810
58,465,465.000,285,704,1646,2147,2676,5425,6022,9239,15116
59,438,438.000,314,780,1618,2272,3050,5165,5795,6665,12621
